"peak_number","name","formula","calc_mw","m_z","rt_min","mass_list_name","mean_area","sample_location"
9718,"4-{5-[(3S)-1-Isopropyl-3-pyrrolidinyl]-1,3,4-oxadiazol-2-yl}pyridine","C14 H18 N4 O",258.14678,259.15406,16.15,"mz_cloud",123224.692184818,"lecheng stream surface water"
7992,"5(Z),8(Z),11(Z)-Eicosatrienoic acid methyl ester","C21 H36 O2",320.27168,321.27895,19.391,"mz_cloud",768755.337599483,"kasane (main) surface water"
6623,"5,6-Dimethyl-3-(3-methyl-1-phenyl-1H-pyrazol-5-yl)-2-thioxo-2,3-dihydrothieno[2,3-d]pyrimidin-4(1H)-one","C18 H16 N4 O S2",368.07691,369.08418,12.486,"mz_cloud",1151757.03851934,"lecheng stream surface water"
2083,"5,6-Dimethylbenzimidazole","C9 H10 N2",146.08448,147.09176,7.819,"mz_cloud",4331722.37889945,"francistown wwtp surface water"
2083,"5,6-Dimethylbenzimidazole","C9 H10 N2",146.08448,147.09176,7.819,"mz_cloud",1104303.33270719,"kasane wwtp (main) surface water"
8746,"5-(1-Ethyl-3-methyl-1H-pyrazol-5-yl)-4-(3-methoxypropyl)-4H-1,2,4-triazole-3-thiol","C12 H19 N5 O S",281.13046,282.13774,15.784,"mz_cloud",428192.357412553,"lecheng stream surface water"
8746,"5-(1-Ethyl-3-methyl-1H-pyrazol-5-yl)-4-(3-methoxypropyl)-4H-1,2,4-triazole-3-thiol","C12 H19 N5 O S",281.13046,282.13774,15.784,"mz_cloud",541009.622654066,"lotsane dam surface water"
8746,"5-(1-Ethyl-3-methyl-1H-pyrazol-5-yl)-4-(3-methoxypropyl)-4H-1,2,4-triazole-3-thiol","C12 H19 N5 O S",281.13046,282.13774,15.784,"mz_cloud",406038.462342403,"kasane (main) surface water"
8746,"5-(1-Ethyl-3-methyl-1H-pyrazol-5-yl)-4-(3-methoxypropyl)-4H-1,2,4-triazole-3-thiol","C12 H19 N5 O S",281.13046,282.13774,15.784,"mz_cloud",426496.202477601,"kasane (recreational) surface water"
7981,"5-(2,3-dihydro-1H-inden-5-yl)-2-methyl-7-(trifluoromethyl)pyrazolo[1,5-a]pyrimidine","C17 H14 F3 N3",317.11251,318.11978,7.214,"mz_cloud",721267.704713457,"palapye wwtp (eff) waste water"
7981,"5-(2,3-dihydro-1H-inden-5-yl)-2-methyl-7-(trifluoromethyl)pyrazolo[1,5-a]pyrimidine","C17 H14 F3 N3",317.11251,318.11978,7.214,"mz_cloud",772048.372137085,"palapye wwtp surface water"
7981,"5-(2,3-dihydro-1H-inden-5-yl)-2-methyl-7-(trifluoromethyl)pyrazolo[1,5-a]pyrimidine","C17 H14 F3 N3",317.11251,318.11978,7.214,"mz_cloud",567995.815978482,"glen valley (reclamation) surface water"
1022,"5-Hydroxymebendazole","C16 H15 N3 O3",297.11147,298.11874,11.242,"mz_cloud",5817098.19828635,"palapye wwtp (eff) waste water"
1022,"5-Hydroxymebendazole","C16 H15 N3 O3",297.11147,298.11874,11.242,"mz_cloud",8223464.02978984,"palapye wwtp surface water"
1022,"5-Hydroxymebendazole","C16 H15 N3 O3",297.11147,298.11874,11.242,"mz_cloud",186882.425338725,"kasane wwtp (main) surface water"
1022,"5-Hydroxymebendazole","C16 H15 N3 O3",297.11147,298.11874,11.242,"mz_cloud",3494032.31694598,"glen valley (reclamation) surface water"
2287,"5-Methoxyindole","C9 H9 N O",147.0685,148.07578,10.13,"mz_cloud",1029692.80053033,"palapye wwtp (eff) waste water"
2287,"5-Methoxyindole","C9 H9 N O",147.0685,148.07578,10.13,"mz_cloud",1163362.10110231,"palapye wwtp surface water"
2287,"5-Methoxyindole","C9 H9 N O",147.0685,148.07578,10.13,"mz_cloud",179915.790110858,"lotsane dam surface water"
2287,"5-Methoxyindole","C9 H9 N O",147.0685,148.07578,10.13,"mz_cloud",359525.589482793,"kasane wwtp (main) surface water"
2287,"5-Methoxyindole","C9 H9 N O",147.0685,148.07578,10.13,"mz_cloud",3372237.47085336,"kasane wwtp (overflow) surface water"
2287,"5-Methoxyindole","C9 H9 N O",147.0685,148.07578,10.13,"mz_cloud",3094219.05798072,"maun wwtp (main) waste water"
2287,"5-Methoxyindole","C9 H9 N O",147.0685,148.07578,10.13,"mz_cloud",1195273.55905333,"glen valley (reclamation) surface water"
2287,"5-Methoxyindole","C9 H9 N O",147.0685,148.07578,10.13,"mz_cloud",2076899.04111314,"glen valley (recreational) surface water"
7758,"5-amino-1-phenyl-1H-pyrazole-4-carbonitrile","C10 H8 N4",184.07494,185.08222,10.679,"mz_cloud",592473.445050985,"palapye wwtp (eff) waste water"
7758,"5-amino-1-phenyl-1H-pyrazole-4-carbonitrile","C10 H8 N4",184.07494,185.08222,10.679,"mz_cloud",720457.325314119,"palapye wwtp surface water"
7758,"5-amino-1-phenyl-1H-pyrazole-4-carbonitrile","C10 H8 N4",184.07494,185.08222,10.679,"mz_cloud",453937.813336253,"francistown wwtp surface water"
7758,"5-amino-1-phenyl-1H-pyrazole-4-carbonitrile","C10 H8 N4",184.07494,185.08222,10.679,"mz_cloud",846985.036328194,"kasane wwtp (main) surface water"
2123,"5-methyl-3-(2-morpholino-2-oxoethyl)-1,3-benzoxazol-2(3H)-one","C14 H16 N2 O4",276.11108,277.11835,10.067,"mz_cloud",3376833.77233225,"maun wwtp (main) waste water"
2123,"5-methyl-3-(2-morpholino-2-oxoethyl)-1,3-benzoxazol-2(3H)-one","C14 H16 N2 O4",276.11108,277.11835,10.067,"mz_cloud",2042336.65014332,"glen valley (recreational) surface water"
917,"6 β-Hydroxycortisol","C21 H30 O6",378.20401,379.21129,17.362,"mz_cloud",2133177.71201282,"palapye wwtp (eff) waste water"
878,"6 β-Hydroxycortisol","C21 H30 O6",378.20408,379.21135,17.002,"mz_cloud",2585691.46455719,"palapye wwtp surface water"
878,"6 β-Hydroxycortisol","C21 H30 O6",378.20408,379.21135,17.002,"mz_cloud",8268938.30111097,"glen valley (reclamation) surface water"
878,"6 β-Hydroxycortisol","C21 H30 O6",378.20408,379.21135,17.002,"mz_cloud",3167193.96880134,"glen valley (recreational) surface water"
6408,"6-(3-Pyridyl)-1,3,5-triazine-2,4-diamine","C8 H8 N6",188.08109,189.08837,8.232,"mz_cloud",546203.560628113,"maun wwtp (main) waste water"
6408,"6-(3-Pyridyl)-1,3,5-triazine-2,4-diamine","C8 H8 N6",188.08109,189.08837,8.232,"mz_cloud",787291.884500774,"glen valley (reclamation) surface water"
6408,"6-(3-Pyridyl)-1,3,5-triazine-2,4-diamine","C8 H8 N6",188.08109,189.08837,8.232,"mz_cloud",1042594.61404308,"glen valley (recreational) surface water"
3308,"6-(benzylamino)-3-phenyl-1,4-dihydropyridazin-4-one","C17 H15 N3 O",277.12159,278.12886,17.455,"mz_cloud",1452862.33633551,"palapye wwtp (eff) waste water"
3308,"6-(benzylamino)-3-phenyl-1,4-dihydropyridazin-4-one","C17 H15 N3 O",277.12159,278.12886,17.455,"mz_cloud",2883622.27000921,"palapye wwtp surface water"
3308,"6-(benzylamino)-3-phenyl-1,4-dihydropyridazin-4-one","C17 H15 N3 O",277.12159,278.12886,17.455,"mz_cloud",467415.805218622,"francistown wwtp surface water"
3308,"6-(benzylamino)-3-phenyl-1,4-dihydropyridazin-4-one","C17 H15 N3 O",277.12159,278.12886,17.455,"mz_cloud",1138706.70754516,"glen valley (reclamation) surface water"
9235,"6-Chloro-N2,N3-diethylquinoxaline-2,3-diamine","C12 H15 Cl N4",250.09948,251.10676,20.188,"mz_cloud",385134.439605454,"francistown wwtp surface water"
3487,"6-Hydroxymelatonin","C13 H16 N2 O3",248.11618,249.12345,7.935,"mz_cloud",677903.186223397,"maun wwtp (main) waste water"
3487,"6-Hydroxymelatonin","C13 H16 N2 O3",248.11618,249.12345,7.935,"mz_cloud",2731042.62144413,"glen valley (recreational) surface water"
7242,"6-Methoxyquinoline","C10 H9 N O",159.06846,160.07574,7.936,"mz_cloud",181434.360750674,"lecheng spring surface water"
2809,"6-Methoxyquinoline","C10 H9 N O",159.06847,160.07574,4.309,"mz_cloud",3333650.95971527,"palapye wwtp (eff) waste water"
2809,"6-Methoxyquinoline","C10 H9 N O",159.06847,160.07574,4.309,"mz_cloud",3040193.24692779,"palapye wwtp surface water"
2809,"6-Methoxyquinoline","C10 H9 N O",159.06847,160.07574,4.309,"mz_cloud",1732603.1797111,"francistown wwtp surface water"
3372,"6-Methoxyquinoline","C10 H9 N O",159.06846,160.07574,8.183,"mz_cloud",2823892.94290203,"kasane wwtp (overflow) surface water"
3372,"6-Methoxyquinoline","C10 H9 N O",159.06846,160.07574,8.183,"mz_cloud",966911.720772603,"maun beach (after) surface water"
5378,"6-Methyl-2-pyridinemethanol","C7 H9 N O",123.06855,124.07582,9.201,"mz_cloud",187007.178241116,"lecheng spring surface water"
4651,"6-Methyl-2-pyridinemethanol","C7 H9 N O",123.06853,124.07582,9.609,"mz_cloud",183152.560739414,"lotsane dam surface water"
6587,"6-Methyl-2-pyridinemethanol","C7 H9 N O",123.06855,124.07583,3.928,"mz_cloud",1204529.88415178,"francistown wwtp surface water"
3673,"6-Methyl-2-pyridinemethanol","C7 H9 N O",123.06854,124.07582,3.225,"mz_cloud",1858208.95309417,"kasane (main) surface water"
3794,"6-Methyl-2-pyridinemethanol","C7 H9 N O",123.06854,124.07582,7.757,"mz_cloud",1942979.96194695,"maun beach (after) surface water"
3673,"6-Methyl-2-pyridinemethanol","C7 H9 N O",123.06854,124.07582,3.225,"mz_cloud",2598296.93557691,"maun wwtp (main) waste water"
3794,"6-Methyl-2-pyridinemethanol","C7 H9 N O",123.06854,124.07582,7.757,"mz_cloud",1654733.93855441,"glen valley (reclamation) surface water"
3794,"6-Methyl-2-pyridinemethanol","C7 H9 N O",123.06854,124.07582,7.757,"mz_cloud",1620228.13234149,"glen valley (recreational) surface water"
490,"6-Phenoxynicotinic acid","C12 H9 N O3",215.05926,216.06654,8.94,"mz_cloud",510429.072178324,"lecheng stream surface water"
490,"6-Phenoxynicotinic acid","C12 H9 N O3",215.05926,216.06654,8.94,"mz_cloud",972218.589098336,"lotsane dam surface water"
490,"6-Phenoxynicotinic acid","C12 H9 N O3",215.05926,216.06654,8.94,"mz_cloud",181443.587381406,"kasane wwtp (main) surface water"
6066,"6-Phenoxynicotinic acid","C12 H9 N O3",215.05835,216.06561,10.865,"mz_cloud",751622.546758703,"kasane wwtp (overflow) surface water"
8648,"6-Phenoxynicotinic acid","C12 H9 N O3",215.05927,216.06654,8.718,"mz_cloud",562716.183843445,"kasane (main) surface water"
490,"6-Phenoxynicotinic acid","C12 H9 N O3",215.05926,216.06654,8.94,"mz_cloud",791652.388838402,"kasane (recreational) surface water"
490,"6-Phenoxynicotinic acid","C12 H9 N O3",215.05926,216.06654,8.94,"mz_cloud",460078.717888668,"maun beach (before) surface water"
490,"6-Phenoxynicotinic acid","C12 H9 N O3",215.05926,216.06654,8.94,"mz_cloud",15476263.8926654,"maun beach (after) surface water"
6066,"6-Phenoxynicotinic acid","C12 H9 N O3",215.05835,216.06561,10.865,"mz_cloud",1042925.60301068,"maun wwtp (main) waste water"
4701,"6-[(dimethylamino)methylidene]-6,7,8,9-tetrahydro-5H-benzo[a]cyclohepten-5-one","C14 H17 N O",215.1311,216.13838,6.873,"mz_cloud",939435.101088599,"maun beach (before) surface water"
4701,"6-[(dimethylamino)methylidene]-6,7,8,9-tetrahydro-5H-benzo[a]cyclohepten-5-one","C14 H17 N O",215.1311,216.13838,6.873,"mz_cloud",1987972.76778225,"maun beach (after) surface water"
2122,"6-methoxy-2,3,4,9-tetrahydro-1H-beta-carbolin-1-one","C12 H12 N2 O2",216.08921,217.09648,15.284,"mz_cloud",4470923.67578596,"lecheng stream surface water"
971,"6-methoxy-2,3,4,9-tetrahydro-1H-beta-carbolin-1-one","C12 H12 N2 O2",216.08996,217.09723,13.229,"mz_cloud",903143.195250334,"lecheng spring surface water"
2122,"6-methoxy-2,3,4,9-tetrahydro-1H-beta-carbolin-1-one","C12 H12 N2 O2",216.08921,217.09648,15.284,"mz_cloud",892889.344326816,"palapye wwtp (eff) waste water"
971,"6-methoxy-2,3,4,9-tetrahydro-1H-beta-carbolin-1-one","C12 H12 N2 O2",216.08996,217.09723,13.229,"mz_cloud",376292.256652914,"palapye wwtp surface water"
2142,"6-methoxy-2,3,4,9-tetrahydro-1H-beta-carbolin-1-one","C12 H12 N2 O2",216.08999,217.09726,13.741,"mz_cloud",449555.746444852,"kasane wwtp (main) surface water"
971,"6-methoxy-2,3,4,9-tetrahydro-1H-beta-carbolin-1-one","C12 H12 N2 O2",216.08996,217.09723,13.229,"mz_cloud",8885580.3580066,"kasane wwtp (overflow) surface water"
971,"6-methoxy-2,3,4,9-tetrahydro-1H-beta-carbolin-1-one","C12 H12 N2 O2",216.08996,217.09723,13.229,"mz_cloud",4744525.38447935,"maun wwtp (main) waste water"
971,"6-methoxy-2,3,4,9-tetrahydro-1H-beta-carbolin-1-one","C12 H12 N2 O2",216.08996,217.09723,13.229,"mz_cloud",4082831.08572,"glen valley (recreational) surface water"
4276,"6β-Oxycodol N-oxide","C18 H23 N O5",333.15889,334.16617,12.344,"mz_cloud",2208034.46361848,"palapye wwtp surface water"
1341,"7,7-dimethyl-3-spiro(4,4,-dimethyl-2,6-dioxocyclohexyl)-1,2,3,4,5,6,7,8-octahydro-5-quinolinone","C18 H25 N O3",303.18358,304.19086,8.712,"mz_cloud",6670331.5155661,"kasane wwtp (overflow) surface water"
1341,"7,7-dimethyl-3-spiro(4,4,-dimethyl-2,6-dioxocyclohexyl)-1,2,3,4,5,6,7,8-octahydro-5-quinolinone","C18 H25 N O3",303.18358,304.19086,8.712,"mz_cloud",2952544.59993821,"glen valley (recreational) surface water"
6646,"7,8-Dihydroxy-4-methylcoumarin","C10 H8 O4",192.04231,193.04959,12.122,"mz_cloud",1187893.24682661,"francistown wwtp surface water"
4973,"7-(1-pyrrolidinyl)pyrimido[4,5-d]pyrimidin-4-amine","C10 H12 N6",216.11239,217.11966,9.689,"mz_cloud",1078327.811341,"kasane wwtp (overflow) surface water"
7098,"7-(Diethylamino)-5-methyl-3-phenyl[1,3]thiazolo[4,5-d]pyrimidine-2(3H)-thione","C16 H18 N4 S2",330.09651,331.10379,9.902,"mz_cloud",847041.623799834,"francistown wwtp surface water"
3181,"7-(β-Hydroxyethyl)theophylline","C9 H12 N4 O3",224.09104,225.09831,7.421,"mz_cloud",1755895.34823549,"palapye wwtp (eff) waste water"
3181,"7-(β-Hydroxyethyl)theophylline","C9 H12 N4 O3",224.09104,225.09831,7.421,"mz_cloud",2192823.60123941,"palapye wwtp surface water"
3181,"7-(β-Hydroxyethyl)theophylline","C9 H12 N4 O3",224.09104,225.09831,7.421,"mz_cloud",2958692.11163417,"francistown wwtp surface water"
3181,"7-(β-Hydroxyethyl)theophylline","C9 H12 N4 O3",224.09104,225.09831,7.421,"mz_cloud",2676262.46262173,"glen valley (reclamation) surface water"
2,"7-Hydroxycoumarine","C9 H6 O3",162.0317,163.03898,12.341,"mz_cloud",524681586.038147,"lecheng stream surface water"
2,"7-Hydroxycoumarine","C9 H6 O3",162.0317,163.03898,12.341,"mz_cloud",227194582.494255,"lecheng spring surface water"
2,"7-Hydroxycoumarine","C9 H6 O3",162.0317,163.03898,12.341,"mz_cloud",896175775.210765,"palapye wwtp (eff) waste water"
2,"7-Hydroxycoumarine","C9 H6 O3",162.0317,163.03898,12.341,"mz_cloud",8661762.40564905,"palapye wwtp surface water"
45,"7-Hydroxycoumarine","C9 H6 O3",162.03171,163.03899,18.731,"mz_cloud",926535.174359633,"francistown wwtp surface water"
2,"7-Hydroxycoumarine","C9 H6 O3",162.0317,163.03898,12.341,"mz_cloud",5788863.4672481,"kasane wwtp (main) surface water"
45,"7-Hydroxycoumarine","C9 H6 O3",162.03171,163.03899,18.731,"mz_cloud",1294324.89400991,"kasane (main) surface water"
2,"7-Hydroxycoumarine","C9 H6 O3",162.0317,163.03898,12.341,"mz_cloud",2979626.26471217,"kasane (recreational) surface water"
2,"7-Hydroxycoumarine","C9 H6 O3",162.0317,163.03898,12.341,"mz_cloud",1683239.05188442,"maun beach (before) surface water"
45,"7-Hydroxycoumarine","C9 H6 O3",162.03171,163.03899,18.731,"mz_cloud",1633735.10976626,"maun beach (after) surface water"
2,"7-Hydroxycoumarine","C9 H6 O3",162.0317,163.03898,12.341,"mz_cloud",5764319.84913128,"maun wwtp (main) waste water"
2,"7-Hydroxycoumarine","C9 H6 O3",162.0317,163.03898,12.341,"mz_cloud",3623699.09966748,"glen valley (reclamation) surface water"
2,"7-Hydroxycoumarine","C9 H6 O3",162.0317,163.03898,12.341,"mz_cloud",1766335.86398019,"glen valley (recreational) surface water"
9274,"8-Chloro-2-phenyl-6-(trifluoromethyl)imidazo[1,2-a]pyridine","C14 H8 Cl F3 N2",296.03235,297.03962,7.928,"mz_cloud",302873.489692676,"palapye wwtp (eff) waste water"
9274,"8-Chloro-2-phenyl-6-(trifluoromethyl)imidazo[1,2-a]pyridine","C14 H8 Cl F3 N2",296.03235,297.03962,7.928,"mz_cloud",370860.458063099,"palapye wwtp surface water"
1916,"8-{3-Oxo-2-[(2E)-2-penten-1-yl]-1-cyclopenten-1-yl}octanoic acid","C18 H28 O3",292.20404,293.2113,18.9,"mz_cloud",1451157.54865535,"maun wwtp (main) waste water"
2338,"AB-CHMINACA metabolite M4","C15 H18 N2 O2",258.13692,259.1442,11.053,"mz_cloud",3800706.28624174,"maun wwtp (main) waste water"
2725,"AB-CHMINACA metabolite M5A","C15 H18 N2 O3",274.13182,275.1391,9.963,"mz_cloud",2228789.29676185,"palapye wwtp (eff) waste water"
2725,"AB-CHMINACA metabolite M5A","C15 H18 N2 O3",274.13182,275.1391,9.963,"mz_cloud",1775137.45290135,"palapye wwtp surface water"
6230,"AB-CHMINACA metabolite M5A","C15 H18 N2 O3",274.13186,275.13914,7.604,"mz_cloud",1116458.32079092,"maun wwtp (main) waste water"
5296,"Acetanilide","C8 H9 N O",135.06851,136.07579,2.42,"mz_cloud",1345124.72366937,"kasane wwtp (overflow) surface water"
3444,"Acetanilide","C8 H9 N O",135.0685,136.07578,6.85,"mz_cloud",1192685.10580907,"maun beach (after) surface water"
9130,"Aconitine","C34 H47 N O11",645.31218,646.31946,18.488,"mz_cloud",417060.563051822,"lecheng spring surface water"
1090,"Acridine","C13 H9 N",179.07357,180.08084,11.403,"mz_cloud",6304405.34494301,"palapye wwtp (eff) waste water"
1090,"Acridine","C13 H9 N",179.07357,180.08084,11.403,"mz_cloud",8034405.82830445,"palapye wwtp surface water"
1090,"Acridine","C13 H9 N",179.07357,180.08084,11.403,"mz_cloud",4048931.25135241,"francistown wwtp surface water"
1090,"Acridine","C13 H9 N",179.07357,180.08084,11.403,"mz_cloud",4648382.58041156,"kasane wwtp (main) surface water"
1090,"Acridine","C13 H9 N",179.07357,180.08084,11.403,"mz_cloud",3550728.82877854,"maun wwtp (main) waste water"
1090,"Acridine","C13 H9 N",179.07357,180.08084,11.403,"mz_cloud",5050622.5000038,"glen valley (reclamation) surface water"
1090,"Acridine","C13 H9 N",179.07357,180.08084,11.403,"mz_cloud",2425543.8246216,"glen valley (recreational) surface water"
5861,"Allyl 2-(1H-benzimidazol-2-yl)-2-cyano-N-phenylethanimidothioate","C19 H16 N4 S",332.10847,333.11575,7.663,"mz_cloud",1369635.23734445,"francistown wwtp surface water"
325,"Amitriptyline-d3","C20 H20 [2]H3 N",280.2015,281.20878,20.225,"mz_cloud",2942490.78306594,"palapye wwtp (eff) waste water"
325,"Amitriptyline-d3","C20 H20 [2]H3 N",280.2015,281.20878,20.225,"mz_cloud",3193083.60480097,"palapye wwtp surface water"
325,"Amitriptyline-d3","C20 H20 [2]H3 N",280.2015,281.20878,20.225,"mz_cloud",20848384.4757816,"francistown wwtp surface water"
325,"Amitriptyline-d3","C20 H20 [2]H3 N",280.2015,281.20878,20.225,"mz_cloud",2626623.29334479,"kasane wwtp (main) surface water"
325,"Amitriptyline-d3","C20 H20 [2]H3 N",280.2015,281.20878,20.225,"mz_cloud",1558963.88814667,"kasane wwtp (overflow) surface water"
325,"Amitriptyline-d3","C20 H20 [2]H3 N",280.2015,281.20878,20.225,"mz_cloud",618444.900598253,"kasane (recreational) surface water"
325,"Amitriptyline-d3","C20 H20 [2]H3 N",280.2015,281.20878,20.225,"mz_cloud",2252139.21003231,"maun beach (after) surface water"
325,"Amitriptyline-d3","C20 H20 [2]H3 N",280.2015,281.20878,20.225,"mz_cloud",4234288.19705127,"glen valley (reclamation) surface water"
325,"Amitriptyline-d3","C20 H20 [2]H3 N",280.2015,281.20878,20.225,"mz_cloud",1558224.7455864,"glen valley (recreational) surface water"
2267,"Ancymidol","C15 H16 N2 O2",256.12125,257.12853,14.731,"mz_cloud",131454.597501949,"lecheng stream surface water"
2267,"Ancymidol","C15 H16 N2 O2",256.12125,257.12853,14.731,"mz_cloud",416724.879240441,"lecheng spring surface water"
2267,"Ancymidol","C15 H16 N2 O2",256.12125,257.12853,14.731,"mz_cloud",1155387.84539348,"palapye wwtp (eff) waste water"
2267,"Ancymidol","C15 H16 N2 O2",256.12125,257.12853,14.731,"mz_cloud",758303.173124003,"palapye wwtp surface water"
6542,"Ancymidol","C15 H16 N2 O2",256.12124,257.12852,9,"mz_cloud",172527.725785729,"lotsane dam surface water"
2267,"Ancymidol","C15 H16 N2 O2",256.12125,257.12853,14.731,"mz_cloud",1459979.43553144,"kasane wwtp (main) surface water"
2267,"Ancymidol","C15 H16 N2 O2",256.12125,257.12853,14.731,"mz_cloud",4227364.0070511,"kasane wwtp (overflow) surface water"
2267,"Ancymidol","C15 H16 N2 O2",256.12125,257.12853,14.731,"mz_cloud",561588.890905958,"kasane (recreational) surface water"
2267,"Ancymidol","C15 H16 N2 O2",256.12125,257.12853,14.731,"mz_cloud",187790.560482692,"maun beach (before) surface water"
2267,"Ancymidol","C15 H16 N2 O2",256.12125,257.12853,14.731,"mz_cloud",911216.192888867,"maun beach (after) surface water"
2267,"Ancymidol","C15 H16 N2 O2",256.12125,257.12853,14.731,"mz_cloud",1461406.79264221,"maun wwtp (main) waste water"
2267,"Ancymidol","C15 H16 N2 O2",256.12125,257.12853,14.731,"mz_cloud",3217022.99248292,"glen valley (reclamation) surface water"
2267,"Ancymidol","C15 H16 N2 O2",256.12125,257.12853,14.731,"mz_cloud",2781465.36162886,"glen valley (recreational) surface water"
296,"Atenolol acid","C14 H21 N O4",267.14715,268.15442,7.639,"mz_cloud",6703182.46669965,"palapye wwtp (eff) waste water"
296,"Atenolol acid","C14 H21 N O4",267.14715,268.15442,7.639,"mz_cloud",6974639.93207193,"palapye wwtp surface water"
296,"Atenolol acid","C14 H21 N O4",267.14715,268.15442,7.639,"mz_cloud",9470980.13378734,"francistown wwtp surface water"
296,"Atenolol acid","C14 H21 N O4",267.14715,268.15442,7.639,"mz_cloud",1135257.97365547,"kasane wwtp (main) surface water"
1862,"Atenolol acid","C14 H21 N O4",267.14716,268.15444,14.004,"mz_cloud",5035585.23773905,"kasane wwtp (overflow) surface water"
296,"Atenolol acid","C14 H21 N O4",267.14715,268.15442,7.639,"mz_cloud",22358982.6228566,"glen valley (reclamation) surface water"
296,"Atenolol acid","C14 H21 N O4",267.14715,268.15442,7.639,"mz_cloud",12809192.5372561,"glen valley (recreational) surface water"
993,"Benzotriazole","C6 H5 N3",119.04849,120.05576,8.337,"mz_cloud",741062.654837319,"palapye wwtp surface water"
993,"Benzotriazole","C6 H5 N3",119.04849,120.05576,8.337,"mz_cloud",1952003.69663613,"francistown wwtp surface water"
993,"Benzotriazole","C6 H5 N3",119.04849,120.05576,8.337,"mz_cloud",5738376.26543401,"maun wwtp (main) waste water"
993,"Benzotriazole","C6 H5 N3",119.04849,120.05576,8.337,"mz_cloud",8717978.78308789,"glen valley (reclamation) surface water"
993,"Benzotriazole","C6 H5 N3",119.04849,120.05576,8.337,"mz_cloud",4261267.43632002,"glen valley (recreational) surface water"
1808,"Benzoylecgonine","C16 H19 N O4",289.13159,290.13887,8.906,"mz_cloud",3660578.61917948,"palapye wwtp (eff) waste water"
