"peak_number","name","formula","calc_mw","m_z","rt_min","mass_list_name","mean_area","sample_location"
3704,"Cyclo(leucylprolyl)","C11 H18 N2 O2",210.13665,211.1441,9.179,"mz_cloud",428599.714361639,"kasane wwtp (overflow) surface water"
3704,"Cyclo(leucylprolyl)","C11 H18 N2 O2",210.13665,211.1441,9.179,"mz_cloud",2098521.86381925,"maun wwtp (main) waste water"
3704,"Cyclo(leucylprolyl)","C11 H18 N2 O2",210.13665,211.1441,9.179,"mz_cloud",1780413.11834939,"glen valley (reclamation) surface water"
3704,"Cyclo(leucylprolyl)","C11 H18 N2 O2",210.13665,211.1441,9.179,"mz_cloud",1736756.13109198,"glen valley (recreational) surface water"
4803,"D-Carnitine","C7 H15 N O3",161.10523,162.1125,1.222,"mz_cloud",939076.314495949,"lecheng stream surface water"
4803,"D-Carnitine","C7 H15 N O3",161.10523,162.1125,1.222,"mz_cloud",1114367.74701116,"lecheng spring surface water"
4803,"D-Carnitine","C7 H15 N O3",161.10523,162.1125,1.222,"mz_cloud",1330438.20716692,"palapye wwtp (eff) waste water"
4803,"D-Carnitine","C7 H15 N O3",161.10523,162.1125,1.222,"mz_cloud",1283717.09521997,"palapye wwtp surface water"
4803,"D-Carnitine","C7 H15 N O3",161.10523,162.1125,1.222,"mz_cloud",498498.625522908,"lotsane dam surface water"
4803,"D-Carnitine","C7 H15 N O3",161.10523,162.1125,1.222,"mz_cloud",1786338.12450889,"francistown wwtp surface water"
4803,"D-Carnitine","C7 H15 N O3",161.10523,162.1125,1.222,"mz_cloud",395841.10981331,"kasane (recreational) surface water"
4803,"D-Carnitine","C7 H15 N O3",161.10523,162.1125,1.222,"mz_cloud",523245.734144934,"maun beach (after) surface water"
4803,"D-Carnitine","C7 H15 N O3",161.10523,162.1125,1.222,"mz_cloud",348447.7484954,"glen valley (reclamation) surface water"
3722,"DL-Stachydrine","C7 H13 N O2",143.09467,144.10198,6.271,"mz_cloud",1536744.54709759,"maun wwtp (main) waste water"
1484,"De(methylpiperazinyl) sildenafil","C17 H20 N4 O5 S",392.1155,393.12277,12.955,"mz_cloud",841970.745503156,"palapye wwtp (eff) waste water"
1484,"De(methylpiperazinyl) sildenafil","C17 H20 N4 O5 S",392.1155,393.12277,12.955,"mz_cloud",906302.915539075,"palapye wwtp surface water"
1484,"De(methylpiperazinyl) sildenafil","C17 H20 N4 O5 S",392.1155,393.12277,12.955,"mz_cloud",6131976.51680486,"kasane wwtp (main) surface water"
1484,"De(methylpiperazinyl) sildenafil","C17 H20 N4 O5 S",392.1155,393.12277,12.955,"mz_cloud",2632860.71232561,"maun wwtp (main) waste water"
1484,"De(methylpiperazinyl) sildenafil","C17 H20 N4 O5 S",392.1155,393.12277,12.955,"mz_cloud",3119318.95910922,"glen valley (recreational) surface water"
6809,"Decanamide","C10 H21 N O",171.16237,172.16965,16.985,"mz_cloud",734256.363758273,"lecheng stream surface water"
1464,"Decanamide","C10 H21 N O",171.16237,172.16965,14.553,"mz_cloud",3263660.64529359,"palapye wwtp (eff) waste water"
1464,"Decanamide","C10 H21 N O",171.16237,172.16965,14.553,"mz_cloud",5879477.02895815,"palapye wwtp surface water"
6809,"Decanamide","C10 H21 N O",171.16237,172.16965,16.985,"mz_cloud",1098404.00272072,"lotsane dam surface water"
1464,"Decanamide","C10 H21 N O",171.16237,172.16965,14.553,"mz_cloud",1864716.97716963,"francistown wwtp surface water"
1464,"Decanamide","C10 H21 N O",171.16237,172.16965,14.553,"mz_cloud",1106673.79297134,"kasane wwtp (main) surface water"
1464,"Decanamide","C10 H21 N O",171.16237,172.16965,14.553,"mz_cloud",1251837.42893346,"maun wwtp (main) waste water"
1464,"Decanamide","C10 H21 N O",171.16237,172.16965,14.553,"mz_cloud",2118083.87304403,"glen valley (reclamation) surface water"
1464,"Decanamide","C10 H21 N O",171.16237,172.16965,14.553,"mz_cloud",1102711.28909368,"glen valley (recreational) surface water"
7782,"Decanophenone","C16 H24 O",232.18281,233.19009,20.157,"mz_cloud",838418.8595082,"lecheng spring surface water"
392,"Decanophenone","C16 H24 O",232.18284,233.19012,17.946,"mz_cloud",15639238.8837925,"palapye wwtp (eff) waste water"
392,"Decanophenone","C16 H24 O",232.18284,233.19012,17.946,"mz_cloud",17638734.5969595,"palapye wwtp surface water"
392,"Decanophenone","C16 H24 O",232.18284,233.19012,17.946,"mz_cloud",5000211.83741123,"francistown wwtp surface water"
392,"Decanophenone","C16 H24 O",232.18284,233.19012,17.946,"mz_cloud",2136201.41254531,"kasane wwtp (main) surface water"
392,"Decanophenone","C16 H24 O",232.18284,233.19012,17.946,"mz_cloud",3144587.9966882,"maun wwtp (main) waste water"
392,"Decanophenone","C16 H24 O",232.18284,233.19012,17.946,"mz_cloud",11570400.4180099,"glen valley (reclamation) surface water"
392,"Decanophenone","C16 H24 O",232.18284,233.19012,17.946,"mz_cloud",3621281.88760632,"glen valley (recreational) surface water"
6135,"Decarbamoyl-neosaxitoxin","C9 H16 N6 O4",272.12368,273.13095,8.575,"mz_cloud",260466.809058818,"lecheng stream surface water"
6135,"Decarbamoyl-neosaxitoxin","C9 H16 N6 O4",272.12368,273.13095,8.575,"mz_cloud",976968.736236318,"palapye wwtp (eff) waste water"
6135,"Decarbamoyl-neosaxitoxin","C9 H16 N6 O4",272.12368,273.13095,8.575,"mz_cloud",1044705.62712479,"palapye wwtp surface water"
6135,"Decarbamoyl-neosaxitoxin","C9 H16 N6 O4",272.12368,273.13095,8.575,"mz_cloud",309406.249833747,"lotsane dam surface water"
506,"Decarbamoyl-neosaxitoxin","C9 H16 N6 O4",272.12369,273.13097,10.096,"mz_cloud",4476524.45845171,"francistown wwtp surface water"
6135,"Decarbamoyl-neosaxitoxin","C9 H16 N6 O4",272.12368,273.13095,8.575,"mz_cloud",1361481.09403252,"kasane wwtp (main) surface water"
6135,"Decarbamoyl-neosaxitoxin","C9 H16 N6 O4",272.12368,273.13095,8.575,"mz_cloud",928001.751338486,"kasane (main) surface water"
6135,"Decarbamoyl-neosaxitoxin","C9 H16 N6 O4",272.12368,273.13095,8.575,"mz_cloud",664369.433018384,"kasane (recreational) surface water"
6135,"Decarbamoyl-neosaxitoxin","C9 H16 N6 O4",272.12368,273.13095,8.575,"mz_cloud",578047.280178453,"maun beach (after) surface water"
6135,"Decarbamoyl-neosaxitoxin","C9 H16 N6 O4",272.12368,273.13095,8.575,"mz_cloud",800270.473919394,"maun wwtp (main) waste water"
506,"Decarbamoyl-neosaxitoxin","C9 H16 N6 O4",272.12369,273.13097,10.096,"mz_cloud",15005105.1303127,"glen valley (reclamation) surface water"
4979,"Decarbamoyl-neosaxitoxin","C9 H16 N6 O4",272.12377,273.13104,10.218,"mz_cloud",1185853.81928224,"glen valley (recreational) surface water"
2599,"Deoxynivalenol","C15 H20 O6",296.12609,319.11534,7.664,"mz_cloud",3695027.18405698,"kasane wwtp (overflow) surface water"
4640,"Desethylatrazine","C6 H10 Cl N5",187.06336,188.07065,6.12,"mz_cloud",1986831.91401228,"kasane wwtp (overflow) surface water"
907,"Desethylatrazine","C6 H10 Cl N5",187.06262,188.06989,10.491,"mz_cloud",720402.685722976,"maun wwtp (main) waste water"
4432,"Desmethyldoxepin","C18 H19 N O",265.14677,266.15404,18.218,"mz_cloud",885301.331329826,"francistown wwtp surface water"
4432,"Desmethyldoxepin","C18 H19 N O",265.14677,266.15404,18.218,"mz_cloud",418924.504696108,"kasane wwtp (main) surface water"
4432,"Desmethyldoxepin","C18 H19 N O",265.14677,266.15404,18.218,"mz_cloud",566145.385367705,"kasane (main) surface water"
4432,"Desmethyldoxepin","C18 H19 N O",265.14677,266.15404,18.218,"mz_cloud",815588.663958759,"kasane (recreational) surface water"
4432,"Desmethyldoxepin","C18 H19 N O",265.14677,266.15404,18.218,"mz_cloud",231158.647808792,"maun beach (before) surface water"
32,"Desnitro-imidacloprid","C9 H11 Cl N4",210.06806,211.07534,15.289,"mz_cloud",85299625.8845124,"palapye wwtp (eff) waste water"
32,"Desnitro-imidacloprid","C9 H11 Cl N4",210.06806,211.07534,15.289,"mz_cloud",104644680.929484,"palapye wwtp surface water"
32,"Desnitro-imidacloprid","C9 H11 Cl N4",210.06806,211.07534,15.289,"mz_cloud",41269388.211698,"francistown wwtp surface water"
32,"Desnitro-imidacloprid","C9 H11 Cl N4",210.06806,211.07534,15.289,"mz_cloud",19987865.3414713,"kasane wwtp (main) surface water"
32,"Desnitro-imidacloprid","C9 H11 Cl N4",210.06806,211.07534,15.289,"mz_cloud",8149534.52953369,"maun wwtp (main) waste water"
32,"Desnitro-imidacloprid","C9 H11 Cl N4",210.06806,211.07534,15.289,"mz_cloud",57422913.3005441,"glen valley (reclamation) surface water"
32,"Desnitro-imidacloprid","C9 H11 Cl N4",210.06806,211.07534,15.289,"mz_cloud",53376972.9567434,"glen valley (recreational) surface water"
1307,"Detomidine","C12 H14 N2",186.11575,187.12303,15.15,"mz_cloud",2723543.17010605,"palapye wwtp (eff) waste water"
1307,"Detomidine","C12 H14 N2",186.11575,187.12303,15.15,"mz_cloud",2905918.50206287,"palapye wwtp surface water"
1307,"Detomidine","C12 H14 N2",186.11575,187.12303,15.15,"mz_cloud",2521786.66132921,"francistown wwtp surface water"
1307,"Detomidine","C12 H14 N2",186.11575,187.12303,15.15,"mz_cloud",949995.908085653,"kasane wwtp (main) surface water"
1307,"Detomidine","C12 H14 N2",186.11575,187.12303,15.15,"mz_cloud",6836057.50374382,"glen valley (reclamation) surface water"
1307,"Detomidine","C12 H14 N2",186.11575,187.12303,15.15,"mz_cloud",3985660.65584977,"glen valley (recreational) surface water"
3540,"Dibenzoylmethane","C15 H12 O2",224.08383,225.09111,16.668,"mz_cloud",2082968.16843089,"francistown wwtp surface water"
3540,"Dibenzoylmethane","C15 H12 O2",224.08383,225.09111,16.668,"mz_cloud",2652812.63614862,"kasane wwtp (main) surface water"
3540,"Dibenzoylmethane","C15 H12 O2",224.08383,225.09111,16.668,"mz_cloud",1336856.09911141,"maun wwtp (main) waste water"
944,"Didecyldimethylammonium","C22 H47 N",325.37093,326.37821,19.037,"mz_cloud",7793815.08450867,"lecheng stream surface water"
944,"Didecyldimethylammonium","C22 H47 N",325.37093,326.37821,19.037,"mz_cloud",7920683.60972464,"lecheng spring surface water"
944,"Didecyldimethylammonium","C22 H47 N",325.37093,326.37821,19.037,"mz_cloud",7132453.27003531,"palapye wwtp (eff) waste water"
944,"Didecyldimethylammonium","C22 H47 N",325.37093,326.37821,19.037,"mz_cloud",6446464.31173433,"palapye wwtp surface water"
944,"Didecyldimethylammonium","C22 H47 N",325.37093,326.37821,19.037,"mz_cloud",8456514.19240609,"lotsane dam surface water"
944,"Didecyldimethylammonium","C22 H47 N",325.37093,326.37821,19.037,"mz_cloud",6391443.06491381,"francistown wwtp surface water"
944,"Didecyldimethylammonium","C22 H47 N",325.37093,326.37821,19.037,"mz_cloud",7456240.49446814,"kasane wwtp (main) surface water"
944,"Didecyldimethylammonium","C22 H47 N",325.37093,326.37821,19.037,"mz_cloud",6319001.14481816,"kasane wwtp (overflow) surface water"
944,"Didecyldimethylammonium","C22 H47 N",325.37093,326.37821,19.037,"mz_cloud",8016528.24018694,"kasane (main) surface water"
944,"Didecyldimethylammonium","C22 H47 N",325.37093,326.37821,19.037,"mz_cloud",7759221.85085598,"kasane (recreational) surface water"
944,"Didecyldimethylammonium","C22 H47 N",325.37093,326.37821,19.037,"mz_cloud",7925861.58769223,"maun beach (before) surface water"
944,"Didecyldimethylammonium","C22 H47 N",325.37093,326.37821,19.037,"mz_cloud",7156550.29525218,"maun beach (after) surface water"
944,"Didecyldimethylammonium","C22 H47 N",325.37093,326.37821,19.037,"mz_cloud",7029342.45528471,"maun wwtp (main) waste water"
944,"Didecyldimethylammonium","C22 H47 N",325.37093,326.37821,19.037,"mz_cloud",6908622.26286677,"glen valley (reclamation) surface water"
944,"Didecyldimethylammonium","C22 H47 N",325.37093,326.37821,19.037,"mz_cloud",6523710.34021538,"glen valley (recreational) surface water"
664,"Diisodecyl phthalate","C28 H46 O4",446.33882,447.34508,21.31,"mz_cloud",5536491.5168556,"lecheng spring surface water"
664,"Diisodecyl phthalate","C28 H46 O4",446.33882,447.34508,21.31,"mz_cloud",1554891.56737979,"palapye wwtp (eff) waste water"
664,"Diisodecyl phthalate","C28 H46 O4",446.33882,447.34508,21.31,"mz_cloud",1666857.62695423,"palapye wwtp surface water"
664,"Diisodecyl phthalate","C28 H46 O4",446.33882,447.34508,21.31,"mz_cloud",3747083.84196957,"kasane (main) surface water"
664,"Diisodecyl phthalate","C28 H46 O4",446.33882,447.34508,21.31,"mz_cloud",3744513.1378642,"kasane (recreational) surface water"
664,"Diisodecyl phthalate","C28 H46 O4",446.33882,447.34508,21.31,"mz_cloud",4577590.98104048,"maun beach (before) surface water"
664,"Diisodecyl phthalate","C28 H46 O4",446.33882,447.34508,21.31,"mz_cloud",1742202.95936799,"maun beach (after) surface water"
664,"Diisodecyl phthalate","C28 H46 O4",446.33882,447.34508,21.31,"mz_cloud",2608484.60995041,"maun wwtp (main) waste water"
664,"Diisodecyl phthalate","C28 H46 O4",446.33882,447.34508,21.31,"mz_cloud",2832834.66495649,"glen valley (reclamation) surface water"
6255,"Diketo-Metribuzin","C7 H12 N4 O2",184.09608,185.10336,5.704,"mz_cloud",241310.286678882,"palapye wwtp surface water"
6255,"Diketo-Metribuzin","C7 H12 N4 O2",184.09608,185.10336,5.704,"mz_cloud",528796.327342538,"francistown wwtp surface water"
6255,"Diketo-Metribuzin","C7 H12 N4 O2",184.09608,185.10336,5.704,"mz_cloud",1321123.25348472,"glen valley (reclamation) surface water"
330,"Diphenylphosphinic acid","C12 H11 O2 P",218.04978,219.05705,12.297,"mz_cloud",614804.92972243,"maun wwtp (main) waste water"
330,"Diphenylphosphinic acid","C12 H11 O2 P",218.04978,219.05705,12.297,"mz_cloud",16032265.843432,"glen valley (reclamation) surface water"
330,"Diphenylphosphinic acid","C12 H11 O2 P",218.04978,219.05705,12.297,"mz_cloud",12817946.9805674,"glen valley (recreational) surface water"
2823,"Diproqualone","C12 H14 N2 O3",234.10054,235.10783,10.874,"mz_cloud",3350133.34763048,"francistown wwtp surface water"
5737,"Disperse red 11","C15 H12 N2 O3",268.08489,269.09217,5.887,"mz_cloud",466675.093862772,"palapye wwtp (eff) waste water"
5737,"Disperse red 11","C15 H12 N2 O3",268.08489,269.09217,5.887,"mz_cloud",340704.440142573,"palapye wwtp surface water"
5737,"Disperse red 11","C15 H12 N2 O3",268.08489,269.09217,5.887,"mz_cloud",1058283.72188087,"francistown wwtp surface water"
5737,"Disperse red 11","C15 H12 N2 O3",268.08489,269.09217,5.887,"mz_cloud",1467610.89880213,"glen valley (reclamation) surface water"
5737,"Disperse red 11","C15 H12 N2 O3",268.08489,269.09217,5.887,"mz_cloud",852653.652226645,"glen valley (recreational) surface water"
1591,"Dodecyltrimethylammonium","C15 H33 N",227.26142,228.26869,18.396,"mz_cloud",1054213.67771071,"lotsane dam surface water"
539,"Erucamide","C22 H43 N O",337.33453,338.34183,23.816,"mz_cloud",1647874.05870158,"lecheng stream surface water"
539,"Erucamide","C22 H43 N O",337.33453,338.34183,23.816,"mz_cloud",2496867.34699497,"lecheng spring surface water"
539,"Erucamide","C22 H43 N O",337.33453,338.34183,23.816,"mz_cloud",4059285.31224492,"palapye wwtp (eff) waste water"
539,"Erucamide","C22 H43 N O",337.33453,338.34183,23.816,"mz_cloud",9235126.3652867,"palapye wwtp surface water"
539,"Erucamide","C22 H43 N O",337.33453,338.34183,23.816,"mz_cloud",2033896.5069923,"lotsane dam surface water"
539,"Erucamide","C22 H43 N O",337.33453,338.34183,23.816,"mz_cloud",2527990.4530054,"francistown wwtp surface water"
539,"Erucamide","C22 H43 N O",337.33453,338.34183,23.816,"mz_cloud",1565158.00030038,"kasane wwtp (main) surface water"
539,"Erucamide","C22 H43 N O",337.33453,338.34183,23.816,"mz_cloud",1342123.46678032,"kasane wwtp (overflow) surface water"
539,"Erucamide","C22 H43 N O",337.33453,338.34183,23.816,"mz_cloud",1575157.78362614,"kasane (main) surface water"
539,"Erucamide","C22 H43 N O",337.33453,338.34183,23.816,"mz_cloud",1673021.48513792,"kasane (recreational) surface water"
539,"Erucamide","C22 H43 N O",337.33453,338.34183,23.816,"mz_cloud",1293252.0947992,"maun beach (before) surface water"
539,"Erucamide","C22 H43 N O",337.33453,338.34183,23.816,"mz_cloud",1381009.36166857,"maun beach (after) surface water"
539,"Erucamide","C22 H43 N O",337.33453,338.34183,23.816,"mz_cloud",3331895.66788162,"maun wwtp (main) waste water"
539,"Erucamide","C22 H43 N O",337.33453,338.34183,23.816,"mz_cloud",1493337.85841265,"glen valley (reclamation) surface water"
539,"Erucamide","C22 H43 N O",337.33453,338.34183,23.816,"mz_cloud",2464134.20518452,"glen valley (recreational) surface water"
1890,"Esculetin","C9 H6 O4",178.02666,179.03394,16.591,"mz_cloud",373497.499751429,"palapye wwtp (eff) waste water"
1514,"Esculetin","C9 H6 O4",178.02669,179.03396,17.008,"mz_cloud",441178.877235813,"francistown wwtp surface water"
1514,"Esculetin","C9 H6 O4",178.02669,179.03396,17.008,"mz_cloud",253783.461523801,"kasane wwtp (main) surface water"
1514,"Esculetin","C9 H6 O4",178.02669,179.03396,17.008,"mz_cloud",5266462.04539854,"glen valley (reclamation) surface water"
662,"Ethoxyquin","C14 H19 N O",217.14679,218.15403,8.432,"mz_cloud",2270859.83960726,"palapye wwtp (eff) waste water"
662,"Ethoxyquin","C14 H19 N O",217.14679,218.15403,8.432,"mz_cloud",2408367.97107459,"palapye wwtp surface water"
662,"Ethoxyquin","C14 H19 N O",217.14679,218.15403,8.432,"mz_cloud",211661.661710328,"maun beach (before) surface water"
662,"Ethoxyquin","C14 H19 N O",217.14679,218.15403,8.432,"mz_cloud",995334.711855341,"maun beach (after) surface water"
662,"Ethoxyquin","C14 H19 N O",217.14679,218.15403,8.432,"mz_cloud",12314426.8031682,"glen valley (reclamation) surface water"
6056,"Ethyl 3-cyclopropyl-1-methyl-4-morpholino-1H-pyrazolo[3,4-b]pyridine-5-carboxylate","C17 H22 N4 O3",330.16929,331.17657,11.939,"mz_cloud",309043.492285373,"kasane wwtp (main) surface water"
6056,"Ethyl 3-cyclopropyl-1-methyl-4-morpholino-1H-pyrazolo[3,4-b]pyridine-5-carboxylate","C17 H22 N4 O3",330.16929,331.17657,11.939,"mz_cloud",1390894.63133135,"maun wwtp (main) waste water"
6056,"Ethyl 3-cyclopropyl-1-methyl-4-morpholino-1H-pyrazolo[3,4-b]pyridine-5-carboxylate","C17 H22 N4 O3",330.16929,331.17657,11.939,"mz_cloud",230672.964462569,"glen valley (recreational) surface water"
1939,"Ethyl oleate","C20 H38 O2",310.2873,311.29458,23.176,"mz_cloud",874506.847382507,"kasane (main) surface water"
1939,"Ethyl oleate","C20 H38 O2",310.2873,311.29458,23.176,"mz_cloud",249720.695150974,"glen valley (recreational) surface water"
8965,"Flumioxazin","C19 H15 F N2 O4",354.10207,355.10938,19.224,"mz_cloud",190828.261942742,"kasane wwtp (main) surface water"
2875,"Flunitrazepam-d3","C16 H9 [2]H3 F N3 O3",316.10606,317.11334,10.472,"mz_cloud",519592.875521992,"palapye wwtp surface water"
2875,"Flunitrazepam-d3","C16 H9 [2]H3 F N3 O3",316.10606,317.11334,10.472,"mz_cloud",1885370.16506054,"kasane wwtp (overflow) surface water"
2875,"Flunitrazepam-d3","C16 H9 [2]H3 F N3 O3",316.10606,317.11334,10.472,"mz_cloud",3329072.47460676,"maun wwtp (main) waste water"
2875,"Flunitrazepam-d3","C16 H9 [2]H3 F N3 O3",316.10606,317.11334,10.472,"mz_cloud",1492801.49793868,"glen valley (recreational) surface water"
3734,"Heptanophenone","C13 H18 O",190.13582,191.14309,12.929,"mz_cloud",1432323.61037761,"palapye wwtp (eff) waste water"
44,"Hexadecanamide","C16 H33 N O",255.25626,256.26354,21.131,"mz_cloud",16234272.0832778,"lecheng stream surface water"
44,"Hexadecanamide","C16 H33 N O",255.25626,256.26354,21.131,"mz_cloud",28348843.7168154,"lecheng spring surface water"
44,"Hexadecanamide","C16 H33 N O",255.25626,256.26354,21.131,"mz_cloud",47214171.6379283,"palapye wwtp (eff) waste water"
44,"Hexadecanamide","C16 H33 N O",255.25626,256.26354,21.131,"mz_cloud",95553844.6350692,"palapye wwtp surface water"
44,"Hexadecanamide","C16 H33 N O",255.25626,256.26354,21.131,"mz_cloud",23521757.6668409,"lotsane dam surface water"
44,"Hexadecanamide","C16 H33 N O",255.25626,256.26354,21.131,"mz_cloud",40861781.4166442,"francistown wwtp surface water"
44,"Hexadecanamide","C16 H33 N O",255.25626,256.26354,21.131,"mz_cloud",20598388.7624913,"kasane wwtp (main) surface water"
44,"Hexadecanamide","C16 H33 N O",255.25626,256.26354,21.131,"mz_cloud",14921501.1463991,"kasane wwtp (overflow) surface water"
44,"Hexadecanamide","C16 H33 N O",255.25626,256.26354,21.131,"mz_cloud",16222759.0512772,"kasane (main) surface water"
44,"Hexadecanamide","C16 H33 N O",255.25626,256.26354,21.131,"mz_cloud",10341859.6682327,"kasane (recreational) surface water"
44,"Hexadecanamide","C16 H33 N O",255.25626,256.26354,21.131,"mz_cloud",9307388.04753805,"maun beach (before) surface water"
44,"Hexadecanamide","C16 H33 N O",255.25626,256.26354,21.131,"mz_cloud",11587404.8482749,"maun beach (after) surface water"
44,"Hexadecanamide","C16 H33 N O",255.25626,256.26354,21.131,"mz_cloud",32503765.0477264,"maun wwtp (main) waste water"
44,"Hexadecanamide","C16 H33 N O",255.25626,256.26354,21.131,"mz_cloud",20063982.8109509,"glen valley (reclamation) surface water"
44,"Hexadecanamide","C16 H33 N O",255.25626,256.26354,21.131,"mz_cloud",28077742.1437394,"glen valley (recreational) surface water"
2233,"Imidacloprid-UREA","C9 H10 Cl N3 O",211.05126,212.05853,8.883,"mz_cloud",212190.226558077,"kasane wwtp (main) surface water"
2233,"Imidacloprid-UREA","C9 H10 Cl N3 O",211.05126,212.05853,8.883,"mz_cloud",811500.456032835,"maun wwtp (main) waste water"
2233,"Imidacloprid-UREA","C9 H10 Cl N3 O",211.05126,212.05853,8.883,"mz_cloud",4290259.19747714,"glen valley (reclamation) surface water"
8364,"Jasmonic acid","C12 H18 O3",210.12564,211.13288,10.761,"mz_cloud",635551.019886865,"kasane wwtp (main) surface water"
109,"Laurolactam","C12 H23 N O",197.178,198.18527,15.899,"mz_cloud",14744134.109628,"lecheng stream surface water"
109,"Laurolactam","C12 H23 N O",197.178,198.18527,15.899,"mz_cloud",12572537.7584353,"lecheng spring surface water"
109,"Laurolactam","C12 H23 N O",197.178,198.18527,15.899,"mz_cloud",14059470.9622212,"palapye wwtp (eff) waste water"
109,"Laurolactam","C12 H23 N O",197.178,198.18527,15.899,"mz_cloud",20297442.5313733,"palapye wwtp surface water"
109,"Laurolactam","C12 H23 N O",197.178,198.18527,15.899,"mz_cloud",30156889.2307727,"lotsane dam surface water"
109,"Laurolactam","C12 H23 N O",197.178,198.18527,15.899,"mz_cloud",30922351.3315526,"francistown wwtp surface water"
109,"Laurolactam","C12 H23 N O",197.178,198.18527,15.899,"mz_cloud",16055095.6674835,"kasane wwtp (main) surface water"
109,"Laurolactam","C12 H23 N O",197.178,198.18527,15.899,"mz_cloud",14095652.8675185,"kasane wwtp (overflow) surface water"
109,"Laurolactam","C12 H23 N O",197.178,198.18527,15.899,"mz_cloud",28682991.5280267,"kasane (main) surface water"
109,"Laurolactam","C12 H23 N O",197.178,198.18527,15.899,"mz_cloud",46906102.4026894,"kasane (recreational) surface water"
109,"Laurolactam","C12 H23 N O",197.178,198.18527,15.899,"mz_cloud",18872200.5059311,"maun beach (before) surface water"
109,"Laurolactam","C12 H23 N O",197.178,198.18527,15.899,"mz_cloud",32532574.1739857,"maun beach (after) surface water"
109,"Laurolactam","C12 H23 N O",197.178,198.18527,15.899,"mz_cloud",22222777.3316925,"maun wwtp (main) waste water"
109,"Laurolactam","C12 H23 N O",197.178,198.18527,15.899,"mz_cloud",33122075.6210688,"glen valley (reclamation) surface water"
109,"Laurolactam","C12 H23 N O",197.178,198.18527,15.899,"mz_cloud",25417938.7066101,"glen valley (recreational) surface water"
1984,"Linoleic acid-biotin","C28 H48 N4 O3 S",520.34514,521.35241,22.562,"mz_cloud",4793413.7727584,"palapye wwtp surface water"
5336,"Malachite green","C23 H24 N2",328.19275,329.20003,19.396,"mz_cloud",1675067.65532417,"kasane (recreational) surface water"
3817,"Mazindol-d4","C16 H9 [2]H4 Cl N2 O",288.09755,289.10482,14.973,"mz_cloud",1821442.1379849,"lecheng stream surface water"
3817,"Mazindol-d4","C16 H9 [2]H4 Cl N2 O",288.09755,289.10482,14.973,"mz_cloud",471933.19053004,"palapye wwtp (eff) waste water"
3817,"Mazindol-d4","C16 H9 [2]H4 Cl N2 O",288.09755,289.10482,14.973,"mz_cloud",2500605.40855986,"kasane wwtp (main) surface water"
7642,"Mebendazole amine","C14 H11 N3 O",237.0903,238.09758,11.1,"mz_cloud",456339.526691045,"palapye wwtp (eff) waste water"
7642,"Mebendazole amine","C14 H11 N3 O",237.0903,238.09758,11.1,"mz_cloud",396676.099067105,"palapye wwtp surface water"
2513,"Meperidine-d5","C15 H16 [2]H5 N O2",252.1879,253.19517,19.885,"mz_cloud",2752151.0633009,"palapye wwtp surface water"
2562,"Meptazinol","C15 H23 N O",233.17808,234.18535,15.99,"mz_cloud",1141349.06283981,"lecheng stream surface water"
2562,"Meptazinol","C15 H23 N O",233.17808,234.18535,15.99,"mz_cloud",623568.106811752,"lecheng spring surface water"
2562,"Meptazinol","C15 H23 N O",233.17808,234.18535,15.99,"mz_cloud",3684500.78876908,"palapye wwtp (eff) waste water"
2562,"Meptazinol","C15 H23 N O",233.17808,234.18535,15.99,"mz_cloud",3519597.17173007,"palapye wwtp surface water"
2562,"Meptazinol","C15 H23 N O",233.17808,234.18535,15.99,"mz_cloud",1561214.81169992,"lotsane dam surface water"
2562,"Meptazinol","C15 H23 N O",233.17808,234.18535,15.99,"mz_cloud",3166926.10848636,"francistown wwtp surface water"
2562,"Meptazinol","C15 H23 N O",233.17808,234.18535,15.99,"mz_cloud",1759485.56344982,"kasane wwtp (main) surface water"
2562,"Meptazinol","C15 H23 N O",233.17808,234.18535,15.99,"mz_cloud",1058014.4981028,"kasane wwtp (overflow) surface water"
2562,"Meptazinol","C15 H23 N O",233.17808,234.18535,15.99,"mz_cloud",2130157.41910758,"kasane (recreational) surface water"
2562,"Meptazinol","C15 H23 N O",233.17808,234.18535,15.99,"mz_cloud",843327.702747203,"maun beach (before) surface water"
2562,"Meptazinol","C15 H23 N O",233.17808,234.18535,15.99,"mz_cloud",2420376.96925511,"maun beach (after) surface water"
2562,"Meptazinol","C15 H23 N O",233.17808,234.18535,15.99,"mz_cloud",1460977.30291584,"maun wwtp (main) waste water"
2562,"Meptazinol","C15 H23 N O",233.17808,234.18535,15.99,"mz_cloud",1899022.51635785,"glen valley (reclamation) surface water"
2562,"Meptazinol","C15 H23 N O",233.17808,234.18535,15.99,"mz_cloud",1908128.60312209,"glen valley (recreational) surface water"
6461,"Methanandamide","C23 H39 N O2",361.29819,362.30547,16.103,"mz_cloud",876939.850825977,"palapye wwtp (eff) waste water"
6461,"Methanandamide","C23 H39 N O2",361.29819,362.30547,16.103,"mz_cloud",1119099.15941988,"palapye wwtp surface water"
2005,"Methyl 3,5-di-tert-butyl-4-hydroxybenzoate","C16 H24 O3",264.17264,265.17992,17.466,"mz_cloud",2821540.11683582,"francistown wwtp surface water"
