"name","sample_location","mean_area"
"2-Anilinoisoindoline-1,3-dione","sc023",485037.033736314
"2-Anisic acid","sc001",12782541.3055164
"2-Anisic acid","sc002",4843225.0374893
"2-Anisic acid","sc003",20916305.6589042
"2-Anisidine","sc009",2086892.50399964
"2-Anisidine","sc023",2447101.61548864
"2-Anisidine","sc15",3620758.64155403
"2-Arachidonoyl glycerol","sc001",2053670.80587081
"2-Arachidonoyl glycerol","sc002",1861163.44255602
"2-Arachidonoyl glycerol","sc003",5128761.25163814
"2-Arachidonoyl glycerol","sc004",8190236.4984069
"2-Arachidonoyl glycerol","sc005",1822682.38631379
"2-Arachidonoyl glycerol","sc007",12604433.7631112
"2-Arachidonoyl glycerol","sc008",1955275.09530985
"2-Arachidonoyl glycerol","sc009",2130195.27606584
"2-Arachidonoyl glycerol","sc010",6043787.83464973
"2-Arachidonoyl glycerol","sc011",3588188.24209686
"2-Arachidonoyl glycerol","sc012",2115995.0054715
"2-Arachidonoyl glycerol","sc013",1683000.32755897
"2-Arachidonoyl glycerol","sc014",4205537.29102778
"2-Arachidonoyl glycerol","sc020",3099838.44804957
"2-Arachidonoyl glycerol","sc023",3870415.20025343
"2-Arachidonoyl glycerol","sc15",1906938.63925395
"2-Arachidonoyl glycerol","sc16",2000311.55974521
"2-Arachidonoyl glycerol","sc17",1780444.7120016
"2-Arachidonoyl glycerol","sc18",1884417.69188822
"2-Arachidonoyl glycerol","solution",2200998.30708031
"2-Arachidonyl glycerol ether","sc002",1010351.35344843
"2-Arachidonyl glycerol ether","sc003",3264261.31962295
"2-Arachidonyl glycerol ether","sc004",4133285.97078739
"2-Arachidonyl glycerol ether","sc007",1828807.56477893
"2-DPMP","sc003",966636.11727714
"2-DPMP","sc004",4511412.49854368
"2-DPMP","sc007",7860843.85751021
"2-DPMP","sc008",4173292.15399425
"2-DPMP","sc010",7467198.57105498
"2-DPMP","sc011",7277941.39362855
"2-DPMP","sc012",3783683.23655055
"2-DPMP","sc013",2365489.41544128
"2-DPMP","sc014",7010466.31402716
"2-DPMP","sc023",2595056.50938186
"2-DPMP","sc15",8133923.81249208
"2-Ethyl-N-({(2R,4S,5R)-5-[6-(2-furyl)-2-methyl-4-pyrimidinyl]-1-azabicyclo[2.2.2]oct-2-yl}methyl)butanamide","sc003",839827.211458025
"2-Ethyl-N-({(2R,4S,5R)-5-[6-(2-furyl)-2-methyl-4-pyrimidinyl]-1-azabicyclo[2.2.2]oct-2-yl}methyl)butanamide","sc004",931196.250927355
"2-Ethyl-N-({(2R,4S,5R)-5-[6-(2-furyl)-2-methyl-4-pyrimidinyl]-1-azabicyclo[2.2.2]oct-2-yl}methyl)butanamide","sc008",689374.803562457
"2-Ethyl-N-({(2R,4S,5R)-5-[6-(2-furyl)-2-methyl-4-pyrimidinyl]-1-azabicyclo[2.2.2]oct-2-yl}methyl)butanamide","sc014",1450620.99811257
"2-Ethyl-N-({(2R,4S,5R)-5-[6-(2-furyl)-2-methyl-4-pyrimidinyl]-1-azabicyclo[2.2.2]oct-2-yl}methyl)butanamide","sc020",1597077.25858632
"2-Ethyl-N-({(2R,4S,5R)-5-[6-(2-furyl)-2-methyl-4-pyrimidinyl]-1-azabicyclo[2.2.2]oct-2-yl}methyl)butanamide","sc023",3427200.0584568
"2-Ethyl-N-({(2R,4S,5R)-5-[6-(2-furyl)-2-methyl-4-pyrimidinyl]-1-azabicyclo[2.2.2]oct-2-yl}methyl)butanamide","sc15",3240799.95822717
"2-Ethyl-N-({(2R,4S,5R)-5-[6-(2-furyl)-2-methyl-4-pyrimidinyl]-1-azabicyclo[2.2.2]oct-2-yl}methyl)butanamide","sc16",626760.671139734
"2-Ethylamino-1-(3,4-methylenedioxyphenyl)propan-1-one","sc003",3843740.63800623
"2-Ethylamino-1-(3,4-methylenedioxyphenyl)propan-1-one","sc004",3275143.627989
"2-Ethylamino-1-(3,4-methylenedioxyphenyl)propan-1-one","sc008",2518057.25147925
"2-Ethylamino-1-(3,4-methylenedioxyphenyl)propan-1-one","sc009",2097418.88680653
"2-Ethylamino-1-(3,4-methylenedioxyphenyl)propan-1-one","sc014",97378478.9210658
"2-Ethylamino-1-(3,4-methylenedioxyphenyl)propan-1-one","sc020",4287534.52467361
"2-Ethylamino-1-(3,4-methylenedioxyphenyl)propan-1-one","sc023",42851993.2005991
"2-Ethylamino-1-(3,4-methylenedioxyphenyl)propan-1-one","sc15",106483087.875022
"2-Ethylamino-1-(3,4-methylenedioxyphenyl)propan-1-one","sc16",11761973.3689548
"2-Ethylmethcathinone","sc003",6196512.29107477
"2-Ethylmethcathinone","sc007",23115887.4586891
"2-Ethylmethcathinone","sc008",26180004.5220456
"2-Ethylmethcathinone","sc009",154583919.521536
"2-Ethylmethcathinone","sc010",16907872.7575493
"2-Ethylmethcathinone","sc011",9929064.94201301
"2-Ethylmethcathinone","sc012",89113930.1879278
"2-Ethylmethcathinone","sc013",12288359.5779354
"2-Ethylmethcathinone","sc014",24516505.4558001
"2-Ethylmethcathinone","sc020",5040125.61684091
"2-Ethylmethcathinone","sc023",14092855.7095893
"2-Ethylmethcathinone","sc15",16841092.4138748
"2-Ethylmethcathinone","sc16",10679218.1322431
"2-Ethylmethcathinone","sc17",5132508.32556964
"2-Ethylmethcathinone","sc18",1030384.28437891
"2-Hydroxyatrazine","sc020",834447.909947853
"2-Hydroxyatrazine","sc023",2531583.07246175
"2-Hydroxyatrazine","sc16",40332760.7740406
"2-Hydroxybenzothiazole","sc010",1001912.45156245
"2-Hydroxybenzothiazole","sc023",632811.234905838
"2-Hydroxybenzothiazole","sc18",1419995.5376307
"2-Hydroxytryptophan","sc002",336670.318917739
"2-Hydroxytryptophan","sc009",886696.91165972
"2-Isopropyl-5-thieno[3,2-b]thiophen-2-yl-1,3,4-oxadiazole","sc001",4543959.83219766
"2-Isopropyl-5-thieno[3,2-b]thiophen-2-yl-1,3,4-oxadiazole","sc002",544096.357496295
"2-Isopropyl-5-thieno[3,2-b]thiophen-2-yl-1,3,4-oxadiazole","sc003",6278878.08680985
"2-Isopropyl-6-methyl-4-pyrimidinol","sc003",4848992.92234405
"2-Isopropyl-6-methyl-4-pyrimidinol","sc004",7487482.74473692
"2-Isopropyl-6-methyl-4-pyrimidinol","sc008",2824584.78008175
"2-Isopropyl-6-methyl-4-pyrimidinol","sc009",3736937.5933276
"2-Isopropyl-6-methyl-4-pyrimidinol","sc013",3923922.53281626
"2-Isopropyl-6-methyl-4-pyrimidinol","sc014",3720122.73826406
"2-Isopropyl-6-methyl-4-pyrimidinol","sc020",1340235.7770822
"2-Isopropyl-6-methyl-4-pyrimidinol","sc023",2454339.36561908
"2-Isopropyl-6-methyl-4-pyrimidinol","sc15",3857023.55259585
"2-Isopropyl-6-methyl-4-pyrimidinol","sc16",1182087.30595505
"2-Linoleoyl glycerol","sc002",2030584.88293357
"2-Linoleoyl glycerol","sc003",4485915.05287788
"2-Linoleoyl glycerol","sc004",7165583.68877412
"2-Linoleoyl glycerol","sc007",12191481.060011
"2-Linoleoyl glycerol","sc008",1624993.64055061
"2-Linoleoyl glycerol","sc009",786908.325360958
"2-Linoleoyl glycerol","sc010",461610.091729795
"2-Linoleoyl glycerol","sc012",287859.381395735
"2-Linoleoyl glycerol","sc013",411507.365478914
"2-Linoleoyl glycerol","sc014",14127232.7891296
"2-Linoleoyl glycerol","sc020",1620806.80708547
"2-Linoleoyl glycerol","sc023",2064975.09163052
"2-Linoleoyl glycerol","sc15",7235644.27018885
"2-Linoleoyl glycerol","sc16",646248.026011613
"2-Linoleoyl glycerol","sc18",266951.592021872
"2-Linoleoyl glycerol","solution",477367.47828976
"2-Mercapto-6-methyl-3-(3-pyridyl)-3,4-dihydroquinazolin-4-one","sc007",1729298.02215895
"2-Mercapto-6-methyl-3-(3-pyridyl)-3,4-dihydroquinazolin-4-one","sc008",578762.898955007
"2-Mercaptopyridine","sc009",469975.216918528
"2-Mercaptopyridine","sc014",1798318.04365643
"2-Mercaptopyridine","sc020",425593.284253582
"2-Mercaptopyridine","sc023",1050890.92753525
"2-Mercaptopyridine","sc15",1116092.74265763
"2-Methoxy-4-(methylsulfanyl)-N-{2,3,5-trihydroxy-5-[(2-oxo-3-piperidinyl)carbamoyl]cyclohexyl}benzamide","sc005",224894.024748788
"2-Methoxy-N-({(2R,4S,5R)-5-[1-methyl-3-(2-naphthyl)-1H-pyrazol-5-yl]-1-azabicyclo[2.2.2]oct-2-yl}methyl)acetamide","sc004",1266851.5971349
"2-Methoxy-N-({(2R,4S,5R)-5-[6-(2-methoxyphenyl)-2-methyl-4-pyrimidinyl]-1-azabicyclo[2.2.2]oct-2-yl}methyl)acetamide","sc010",5376328.64206378
"2-Methoxy-N-({(2R,4S,5R)-5-[6-(2-methoxyphenyl)-2-methyl-4-pyrimidinyl]-1-azabicyclo[2.2.2]oct-2-yl}methyl)acetamide","sc013",2068589.64968937
"2-Methoxy-N-({(2R,4S,5R)-5-[6-(2-methoxyphenyl)-2-methyl-4-pyrimidinyl]-1-azabicyclo[2.2.2]oct-2-yl}methyl)acetamide","sc18",1031988.07396636
"2-Methoxy-N-[(3S,3aS,8S,9S,9aS,9bS)-3,5a,9-trimethyl-2-oxododecahydronaphtho[1,2-b]furan-8-yl]acetamide","sc001",265880.570255597
"2-Methoxy-N-[(3S,3aS,8S,9S,9aS,9bS)-3,5a,9-trimethyl-2-oxododecahydronaphtho[1,2-b]furan-8-yl]acetamide","sc005",722735.766374489
"2-Methoxy-N-[(3S,3aS,8S,9S,9aS,9bS)-3,5a,9-trimethyl-2-oxododecahydronaphtho[1,2-b]furan-8-yl]acetamide","sc007",3881978.03611302
"2-Methoxy-N-[(3S,3aS,8S,9S,9aS,9bS)-3,5a,9-trimethyl-2-oxododecahydronaphtho[1,2-b]furan-8-yl]acetamide","sc009",1102281.05019659
"2-Methoxy-N-[(3S,3aS,8S,9S,9aS,9bS)-3,5a,9-trimethyl-2-oxododecahydronaphtho[1,2-b]furan-8-yl]acetamide","sc18",191174.591663163
"2-Methoxy-N-{[(2R,4S,5S)-5-(4-morpholinylmethyl)-1-azabicyclo[2.2.2]oct-2-yl]methyl}acetamide","sc005",2584243.20086412
"2-Methoxyestrone","sc002",4345854.98733062
"2-Methoxyestrone","sc003",5726394.99909158
"2-Methoxyestrone","sc007",19404720.6217245
"2-Methoxyestrone","sc008",7668471.25970996
"2-Methoxyestrone","sc011",984792.11787193
"2-Methoxyestrone","sc013",2295218.03188101
"2-Methoxyestrone","sc014",24267607.489162
"2-Methoxyestrone","sc020",17841199.2920826
"2-Methoxyestrone","sc023",12092293.0110103
"2-Methoxyestrone","sc15",11812823.3058279
"2-Methoxyphenol","sc009",6234648.20082519
"2-Methoxyphenol","sc013",2611746.03329664
"2-Methylcyclohexan-1,3-dione","sc009",184461.200339233
"2-Methylcyclohexan-1,3-dione","sc013",1301037.68073867
"2-Methylcyclohexan-1,3-dione","sc020",1254448.87395066
"2-Morpholino-1,3-thiazol-4(5H)-one","sc005",1936397.07198006
"2-Morpholino-1,3-thiazol-4(5H)-one","sc007",1289269.05343929
"2-Morpholino-1,3-thiazol-4(5H)-one","sc020",1514206.99554626
"2-Naphthylamine","sc020",1532856.01017416
"2-Oxobutyric acid","sc010",119735.49868183
"2-Oxobutyric acid","sc014",2365234.2061634
"2-Oxobutyric acid","sc020",2117263.01943841
"2-Oxobutyric acid","sc15",1627092.08406089
"2-Phenoxyethanol","sc009",1113100.34645318
"2-Phenyl-1,2,4-triazaspiro[4.4]non-3-ene-3-thiol","sc002",945646.960348786
"2-Phenyl-1,2,4-triazaspiro[4.4]non-3-ene-3-thiol","sc003",2131149.51559178
"2-Phenyl-1,2,4-triazaspiro[4.4]non-3-ene-3-thiol","sc004",2027273.2529932
"2-Phenyl-1,2,4-triazaspiro[4.4]non-3-ene-3-thiol","sc008",451620.215318305
"2-Phenyl-1,2,4-triazaspiro[4.4]non-3-ene-3-thiol","sc009",2852152.25645446
"2-Phenyl-1,2,4-triazaspiro[4.4]non-3-ene-3-thiol","sc020",1954092.61388993
"2-Phenyl-1,2,4-triazaspiro[4.4]non-3-ene-3-thiol","sc16",3724947.36830238
"2-Phenyl-4-(1H-pyrazol-5-yl)-1,3-thiazole","sc005",347948.767214774
"2-Phenylindole","sc001",115007.884943896
"2-Phenylindole","sc003",3644562.74803012
"2-Phenylindole","sc004",3547788.25274866
"2-Phenylindole","sc005",473681.610330972
"2-Phenylindole","sc007",10000198.097086
"2-Phenylindole","sc008",803337.098907582
"2-Phenylindole","sc014",438307.884890432
"2-Phenylindole","sc020",1346587.21763572
"2-Phenylindole","sc16",514182.549864333
"2-Phenylindole","sc18",307318.329593657
"2-Quinolinecarboxylic acid","sc003",2188637.4897522
"2-Quinolinecarboxylic acid","sc004",3425255.29824559
"2-Quinolinecarboxylic acid","sc007",2633749.25340386
"2-Quinolinecarboxylic acid","sc020",584470.97579394
"2-Quinolinecarboxylic acid","sc16",8150892.84785633
"2-Styryl-1,3-benzoxazole","sc014",284961.6251529
"2-Styryl-1,3-benzoxazole","sc16",274649.587803158
"2-Thio-acetyl MAGE","sc002",409645.360573914
"2-Thio-acetyl MAGE","sc008",2041959.85755639
"2-Tolidine","sc003",591356.487176604
"2-Tolidine","sc007",1453875.84473916
"2-Tolidine","sc008",485214.266376534
"2-[(1,3-diphenyl-1H-pyrazol-4-yl)methylene]-3,4-dihydro-1(2H)-naphthalenone","sc007",13260185.1433112
"2-[(1,3-diphenyl-1H-pyrazol-4-yl)methylene]-3,4-dihydro-1(2H)-naphthalenone","sc023",1094147.60833183
"2-[(1-benzothiophen-3-ylmethyl)amino]-1-phenylethan-1-ol","sc001",6174289.20277955
"2-[(1-benzothiophen-3-ylmethyl)amino]-1-phenylethan-1-ol","sc002",696429.001510806
"2-[(1-benzothiophen-3-ylmethyl)amino]-1-phenylethan-1-ol","sc003",2644803.42141744
"2-[(1S,2S,4aR,8aS)-1-hydroxy-4a-methyl-8-methylidene-decahydronaphthalen-2-yl]prop-2-enoic acid","sc008",351263.254289338
"2-[(1S,4S,5S)-4-{[(Cyclohexylcarbamoyl)amino]methyl}-5-isopropyl-2-methyl-2-cyclohexen-1-yl]-N-(3-pyridinylmethyl)acetamide","sc007",346220.299420474
"2-[(1S,4S,5S)-4-{[(Ethylcarbamoyl)amino]methyl}-5-isopropyl-2-methyl-2-cyclohexen-1-yl]-N-(4-methoxybenzyl)acetamide","sc002",399370.007319466
"2-[(1S,4S,5S)-4-{[(Ethylcarbamoyl)amino]methyl}-5-isopropyl-2-methyl-2-cyclohexen-1-yl]-N-(4-methoxybenzyl)acetamide","sc003",5764572.95005708
"2-[(1S,4S,5S)-4-{[(Ethylcarbamoyl)amino]methyl}-5-isopropyl-2-methyl-2-cyclohexen-1-yl]-N-(4-methoxybenzyl)acetamide","sc004",6051293.01947236
"2-[(1S,4S,5S)-4-{[(Ethylcarbamoyl)amino]methyl}-5-isopropyl-2-methyl-2-cyclohexen-1-yl]-N-(4-methoxybenzyl)acetamide","sc007",3118761.5168142
"2-[(1S,4S,5S)-4-{[(Ethylcarbamoyl)amino]methyl}-5-isopropyl-2-methyl-2-cyclohexen-1-yl]-N-(4-methoxybenzyl)acetamide","sc008",8132932.51142533
"2-[(1S,4S,5S)-4-{[(Ethylcarbamoyl)amino]methyl}-5-isopropyl-2-methyl-2-cyclohexen-1-yl]-N-(4-methoxybenzyl)acetamide","sc010",333850.905350005
"2-[(1S,4S,5S)-4-{[(Ethylcarbamoyl)amino]methyl}-5-isopropyl-2-methyl-2-cyclohexen-1-yl]-N-(4-methoxybenzyl)acetamide","sc011",772830.564083451
"2-[(1S,4S,5S)-4-{[(Ethylcarbamoyl)amino]methyl}-5-isopropyl-2-methyl-2-cyclohexen-1-yl]-N-(4-methoxybenzyl)acetamide","sc012",208301.393063325
"2-[(1S,4S,5S)-4-{[(Ethylcarbamoyl)amino]methyl}-5-isopropyl-2-methyl-2-cyclohexen-1-yl]-N-(4-methoxybenzyl)acetamide","sc020",2346611.89164267
"2-[(1S,4S,5S)-4-{[(Ethylcarbamoyl)amino]methyl}-5-isopropyl-2-methyl-2-cyclohexen-1-yl]-N-(4-methoxybenzyl)acetamide","sc023",4286191.77433692
"2-[(1S,4S,5S)-4-{[(Ethylcarbamoyl)amino]methyl}-5-isopropyl-2-methyl-2-cyclohexen-1-yl]-N-(4-methoxybenzyl)acetamide","sc15",1470250.05633367
"2-[(1S,4S,5S)-4-{[(Ethylcarbamoyl)amino]methyl}-5-isopropyl-2-methyl-2-cyclohexen-1-yl]-N-(4-methoxybenzyl)acetamide","sc16",550828.704940444
"2-[(1S,4S,5S)-4-{[(Ethylcarbamoyl)amino]methyl}-5-isopropyl-2-methyl-2-cyclohexen-1-yl]-N-(4-methoxybenzyl)acetamide","sc18",253840.779715635
"2-[(1S,4S,5S)-5-Isopropyl-4-({[(4-methoxyphenyl)sulfonyl]amino}methyl)-2-methyl-2-cyclohexen-1-yl]-N-(2-methoxyethyl)acetamide","sc002",1426620.99660799
"2-[(1S,4S,5S)-5-Isopropyl-4-({[(4-methoxyphenyl)sulfonyl]amino}methyl)-2-methyl-2-cyclohexen-1-yl]-N-(2-methoxyethyl)acetamide","sc003",2462125.73172973
"2-[(1S,4S,5S)-5-Isopropyl-4-({[(4-methoxyphenyl)sulfonyl]amino}methyl)-2-methyl-2-cyclohexen-1-yl]-N-(2-methoxyethyl)acetamide","sc005",1889892.763461
"2-[(1S,4S,5S)-5-Isopropyl-4-({[(4-methoxyphenyl)sulfonyl]amino}methyl)-2-methyl-2-cyclohexen-1-yl]-N-(2-methoxyethyl)acetamide","sc007",3932674.31254176
"2-[(1S,4S,5S)-5-Isopropyl-4-({[(4-methoxyphenyl)sulfonyl]amino}methyl)-2-methyl-2-cyclohexen-1-yl]-N-(2-methoxyethyl)acetamide","sc008",2165406.94439198
"2-[(1S,4S,5S)-5-Isopropyl-4-({[(4-methoxyphenyl)sulfonyl]amino}methyl)-2-methyl-2-cyclohexen-1-yl]-N-(2-methoxyethyl)acetamide","sc010",8895642.3427584
"2-[(1S,4S,5S)-5-Isopropyl-4-({[(4-methoxyphenyl)sulfonyl]amino}methyl)-2-methyl-2-cyclohexen-1-yl]-N-(2-methoxyethyl)acetamide","sc011",5179489.41446564
"2-[(1S,4S,5S)-5-Isopropyl-4-({[(4-methoxyphenyl)sulfonyl]amino}methyl)-2-methyl-2-cyclohexen-1-yl]-N-(2-methoxyethyl)acetamide","sc013",5759425.17229013
"2-[(1S,4S,5S)-5-Isopropyl-4-({[(4-methoxyphenyl)sulfonyl]amino}methyl)-2-methyl-2-cyclohexen-1-yl]-N-(2-methoxyethyl)acetamide","sc014",3588228.49934613
"2-[(1S,4S,5S)-5-Isopropyl-4-({[(4-methoxyphenyl)sulfonyl]amino}methyl)-2-methyl-2-cyclohexen-1-yl]-N-(2-methoxyethyl)acetamide","sc020",3192188.36602678
"2-[(1S,4S,5S)-5-Isopropyl-4-({[(4-methoxyphenyl)sulfonyl]amino}methyl)-2-methyl-2-cyclohexen-1-yl]-N-(2-methoxyethyl)acetamide","sc023",6901778.92735299
"2-[(1S,4S,5S)-5-Isopropyl-4-({[(4-methoxyphenyl)sulfonyl]amino}methyl)-2-methyl-2-cyclohexen-1-yl]-N-(2-methoxyethyl)acetamide","sc15",4280534.73744491
"2-[(1S,4S,5S)-5-Isopropyl-4-({[(4-methoxyphenyl)sulfonyl]amino}methyl)-2-methyl-2-cyclohexen-1-yl]-N-(2-methoxyethyl)acetamide","sc17",1365233.40588882
"2-[(1S,4S,5S)-5-Isopropyl-4-({[(4-methoxyphenyl)sulfonyl]amino}methyl)-2-methyl-2-cyclohexen-1-yl]-N-(2-methoxyethyl)acetamide","sc18",10988877.9958051
"2-[(2,1,3-benzoxadiazol-4-ylsulfonyl)amino]-N-(cyclopropylmethyl)benzamide","sc003",564112.931772757
"2-[(2,1,3-benzoxadiazol-4-ylsulfonyl)amino]-N-(cyclopropylmethyl)benzamide","sc004",707684.701726169
"2-[(2,1,3-benzoxadiazol-4-ylsulfonyl)amino]-N-(cyclopropylmethyl)benzamide","sc007",1687850.15489352
"2-[(2,1,3-benzoxadiazol-4-ylsulfonyl)amino]-N-(cyclopropylmethyl)benzamide","sc009",551079.120223781
"2-[(2,1,3-benzoxadiazol-4-ylsulfonyl)amino]-N-(cyclopropylmethyl)benzamide","sc020",704170.823225721
"2-[(2-amino-6-methylpyrimidin-4-yl)thio]-4,6-dimethylnicotinonitrile","sc007",1542212.08117486
"2-[(2-amino-6-methylpyrimidin-4-yl)thio]-4,6-dimethylnicotinonitrile","sc020",1854767.06843791
"2-[(2R,4aR,8R,8aR)-8-hydroxy-4a,8-dimethyl-decahydronaphthalen-2-yl]prop-2-enoic acid","sc003",950148.615701517
"2-[(2R,4aR,8R,8aR)-8-hydroxy-4a,8-dimethyl-decahydronaphthalen-2-yl]prop-2-enoic acid","sc004",1777547.70579307
"2-[(2R,4aR,8R,8aR)-8-hydroxy-4a,8-dimethyl-decahydronaphthalen-2-yl]prop-2-enoic acid","sc007",11751408.6547396
"2-[(2R,4aR,8R,8aR)-8-hydroxy-4a,8-dimethyl-decahydronaphthalen-2-yl]prop-2-enoic acid","sc008",681063.635319634
"2-[(2R,4aR,8R,8aR)-8-hydroxy-4a,8-dimethyl-decahydronaphthalen-2-yl]prop-2-enoic acid","sc010",1571215.67307353
"2-[(2R,4aR,8R,8aR)-8-hydroxy-4a,8-dimethyl-decahydronaphthalen-2-yl]prop-2-enoic acid","sc011",875898.504809825
"2-[(2R,4aR,8R,8aR)-8-hydroxy-4a,8-dimethyl-decahydronaphthalen-2-yl]prop-2-enoic acid","sc012",645483.606416376
"2-[(2R,4aR,8R,8aR)-8-hydroxy-4a,8-dimethyl-decahydronaphthalen-2-yl]prop-2-enoic acid","sc013",888346.186412247
"2-[(2R,4aR,8R,8aR)-8-hydroxy-4a,8-dimethyl-decahydronaphthalen-2-yl]prop-2-enoic acid","sc014",3617068.66509204
"2-[(2R,4aR,8R,8aR)-8-hydroxy-4a,8-dimethyl-decahydronaphthalen-2-yl]prop-2-enoic acid","sc020",1094538.70546772
"2-[(2R,4aR,8R,8aR)-8-hydroxy-4a,8-dimethyl-decahydronaphthalen-2-yl]prop-2-enoic acid","sc023",4607138.48724137
"2-[(2R,4aR,8R,8aR)-8-hydroxy-4a,8-dimethyl-decahydronaphthalen-2-yl]prop-2-enoic acid","sc15",1250483.04423535
"2-[(2R,4aR,8R,8aR)-8-hydroxy-4a,8-dimethyl-decahydronaphthalen-2-yl]prop-2-enoic acid","sc16",707829.725593392
"2-[(2S,3R,4S,5R)-3,4-Dihydroxy-5-{[(isopropylcarbamoyl)amino]methyl}tetrahydro-2-furanyl]-N-(3-pyridinylmethyl)acetamide","sc17",177900.543173501
"2-[(2S,3R,4S,5R)-5-(Acetamidomethyl)-3,4-dihydroxytetrahydro-2-furanyl]-N-(4-fluorobenzyl)acetamide","sc003",986346.488948626
"2-[(2S,3R,4S,5R)-5-(Acetamidomethyl)-3,4-dihydroxytetrahydro-2-furanyl]-N-(4-fluorobenzyl)acetamide","sc004",1288914.7851679
"2-[(2S,3R,4S,5R)-5-(Acetamidomethyl)-3,4-dihydroxytetrahydro-2-furanyl]-N-(4-fluorobenzyl)acetamide","sc007",836103.303136038
"2-[(2S,3R,4S,5R)-5-(Acetamidomethyl)-3,4-dihydroxytetrahydro-2-furanyl]-N-(4-fluorobenzyl)acetamide","sc008",634357.904807158
"2-[(2S,3R,4S,5R)-5-(Acetamidomethyl)-3,4-dihydroxytetrahydro-2-furanyl]-N-(4-fluorobenzyl)acetamide","sc020",3660770.86784119
"2-[(2S,3R,4S,5R)-5-(Acetamidomethyl)-3,4-dihydroxytetrahydro-2-furanyl]-N-(4-fluorobenzyl)acetamide","sc15",2736991.38829054
"2-[(2S,3R,4S,5R)-5-(Acetamidomethyl)-3,4-dihydroxytetrahydro-2-furanyl]-N-(4-fluorobenzyl)acetamide","sc16",699041.972925877
"2-[(2S,3R,4S,5R)-5-(Aminomethyl)-3,4-dihydroxytetrahydro-2-furanyl]-N-(4-methoxybenzyl)acetamide","sc002",357895.926896152
"2-[(2S,3R,4S,5R)-5-(Aminomethyl)-3,4-dihydroxytetrahydro-2-furanyl]-N-(4-methoxybenzyl)acetamide","sc003",1451729.77179248
"2-[(2S,3R,4S,5R)-5-(Aminomethyl)-3,4-dihydroxytetrahydro-2-furanyl]-N-(4-methoxybenzyl)acetamide","sc004",4924372.47820363
"2-[(2S,3R,4S,5R)-5-(Aminomethyl)-3,4-dihydroxytetrahydro-2-furanyl]-N-(4-methoxybenzyl)acetamide","sc005",530183.382271602
"2-[(2S,3R,4S,5R)-5-(Aminomethyl)-3,4-dihydroxytetrahydro-2-furanyl]-N-(4-methoxybenzyl)acetamide","sc007",15898303.7119107
"2-[(2S,3R,4S,5R)-5-(Aminomethyl)-3,4-dihydroxytetrahydro-2-furanyl]-N-(4-methoxybenzyl)acetamide","sc008",2695800.00426719
"2-[(2S,3R,4S,5R)-5-(Aminomethyl)-3,4-dihydroxytetrahydro-2-furanyl]-N-(4-methoxybenzyl)acetamide","sc010",1612768.67487025
"2-[(2S,3R,4S,5R)-5-(Aminomethyl)-3,4-dihydroxytetrahydro-2-furanyl]-N-(4-methoxybenzyl)acetamide","sc011",1684985.62671029
"2-[(2S,3R,4S,5R)-5-(Aminomethyl)-3,4-dihydroxytetrahydro-2-furanyl]-N-(4-methoxybenzyl)acetamide","sc012",369304.226472797
"2-[(2S,3R,4S,5R)-5-(Aminomethyl)-3,4-dihydroxytetrahydro-2-furanyl]-N-(4-methoxybenzyl)acetamide","sc013",1478149.92830354
"2-[(2S,3R,4S,5R)-5-(Aminomethyl)-3,4-dihydroxytetrahydro-2-furanyl]-N-(4-methoxybenzyl)acetamide","sc014",6488056.47277235
"2-[(2S,3R,4S,5R)-5-(Aminomethyl)-3,4-dihydroxytetrahydro-2-furanyl]-N-(4-methoxybenzyl)acetamide","sc020",15080280.9021734
"2-[(2S,3R,4S,5R)-5-(Aminomethyl)-3,4-dihydroxytetrahydro-2-furanyl]-N-(4-methoxybenzyl)acetamide","sc023",5463093.14966014
"2-[(2S,3R,4S,5R)-5-(Aminomethyl)-3,4-dihydroxytetrahydro-2-furanyl]-N-(4-methoxybenzyl)acetamide","sc15",3373088.94882292
"2-[(2S,3R,4S,5R)-5-(Aminomethyl)-3,4-dihydroxytetrahydro-2-furanyl]-N-(4-methoxybenzyl)acetamide","sc16",3244844.90157558
"2-[(2S,3R,4S,5R)-5-(Aminomethyl)-3,4-dihydroxytetrahydro-2-furanyl]-N-(4-methoxybenzyl)acetamide","sc17",292755.707947232
"2-[(2S,3R,4S,5R)-5-(Aminomethyl)-3,4-dihydroxytetrahydro-2-furanyl]-N-(4-methoxybenzyl)acetamide","sc18",1772670.2639443
"2-[(3,21-dihydroxy-20-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}docosan-2-yl)amino]acetic acid","sc020",1260363.76522597
"2-[(3,4-dichlorophenyl)methylene]-1-hydrazinecarboximidamide","sc010",477518.725020443
"2-[(3,5-dimethyl-1H-pyrazol-4-yl)thio]-1,3-benzothiazole","sc010",365073.147822305
"2-[(3,5-dimethyl-1H-pyrazol-4-yl)thio]-1,3-benzothiazole","sc18",719985.341278451
"2-[(3R,4S)-3-({5-[4-(2-Methyl-2-propanyl)phenyl]-1,2-oxazol-3-yl}methyl)-4-piperidinyl]-1-(1-piperidinyl)ethanone","sc001",120729.382429305
"2-[(3R,4S)-3-({5-[4-(2-Methyl-2-propanyl)phenyl]-1,2-oxazol-3-yl}methyl)-4-piperidinyl]-1-(1-piperidinyl)ethanone","sc002",194530.662264707
