"name","sample_location","mean_area"
"2,6-Dimethyl-5-(4-methylphenoxy)pyrimidin-4-ol","sc013",688434.254721734
"2,6-Dimethyl-5-(4-methylphenoxy)pyrimidin-4-ol","sc020",2629563.53926964
"2,6-Dimethyl-5-(4-methylphenoxy)pyrimidin-4-ol","sc023",1034964.45071207
"2,6-Dimethyl-5-(4-methylphenoxy)pyrimidin-4-ol","sc16",706584.316672059
"2,6-Dimethyl-5-(4-methylphenoxy)pyrimidin-4-ol","sc17",337862.368823078
"2,6-Dimethyl-5-(4-methylphenoxy)pyrimidin-4-ol","sc18",13580988.1191447
"2,6-Diphenylphenol","sc003",3990342.81047058
"2,6-Diphenylphenol","sc004",4155333.27307119
"2,6-Diphenylphenol","sc007",6214600.31924858
"2,6-Diphenylphenol","sc014",822147.637868038
"2,6-Diphenylphenol","sc023",3379441.96839351
"2,6-Diphenylphenol","sc16",2949647.7211972
"2-(1,3-Benzodioxol-5-yl)-4,5,6,7-tetramethyl-1H-benzimidazole","sc003",762968.7245433
"2-(1,3-Benzodioxol-5-yl)-4,5,6,7-tetramethyl-1H-benzimidazole","sc008",280761.113835003
"2-(1,3-Benzodioxol-5-yl)-4,5,6,7-tetramethyl-1H-benzimidazole","sc010",11837126.8251532
"2-(1,3-Benzodioxol-5-yl)-4,5,6,7-tetramethyl-1H-benzimidazole","sc16",315806.823000912
"2-(1,3-benzodioxol-5-yl)-7-ethylimidazo[1,2-a]pyridine","sc010",4444771.77362169
"2-(1,3-benzodioxol-5-yl)-7-ethylimidazo[1,2-a]pyridine","sc023",1954920.07060942
"2-(1,3-dimethyl-1H-pyrazol-5-yl)-1H-isoindole-1,3(2H)-dione","sc001",192796.016413991
"2-(1,3-dimethyl-1H-pyrazol-5-yl)-1H-isoindole-1,3(2H)-dione","sc009",1399719.00222955
"2-(1-Adamantyl)-5H-thieno[3',2':5,6]thiino[4,3-d]pyrimidine","sc003",1857782.95315437
"2-(1-Adamantyl)-5H-thieno[3',2':5,6]thiino[4,3-d]pyrimidine","sc004",3233232.84917692
"2-(1-Adamantyl)-5H-thieno[3',2':5,6]thiino[4,3-d]pyrimidine","sc007",759985.907673077
"2-(1-Adamantyl)-5H-thieno[3',2':5,6]thiino[4,3-d]pyrimidine","sc010",3382718.55469532
"2-(1-Adamantyl)-5H-thieno[3',2':5,6]thiino[4,3-d]pyrimidine","sc013",1452236.27302008
"2-(1-Adamantyl)-5H-thieno[3',2':5,6]thiino[4,3-d]pyrimidine","sc18",1468005.23391868
"2-(1-Adamantyl)imidazo[1,2-a]pyridine","sc004",632327.854658556
"2-(1-Adamantyl)imidazo[1,2-a]pyridine","sc007",4111328.27091848
"2-(1-Adamantyl)imidazo[1,2-a]pyridine","sc008",5771156.21446616
"2-(1-Adamantyl)imidazo[1,2-a]pyridine","sc014",3578989.76353252
"2-(1-Adamantyl)imidazo[1,2-a]pyridine","sc15",4309797.43732644
"2-(1-Adamantyl)imidazo[1,2-a]pyridine","sc16",238852.096768964
"2-(1-Ethyl-3-methyl-1H-pyrazol-5-yl)-5-(4-methylphenyl)-1,3,4-oxadiazole","sc003",1207048.85685339
"2-(1-Ethyl-3-methyl-1H-pyrazol-5-yl)-5-(4-methylphenyl)-1,3,4-oxadiazole","sc004",1434300.3129773
"2-(1-Ethyl-3-methyl-1H-pyrazol-5-yl)-5-(4-methylphenyl)-1,3,4-oxadiazole","sc007",5003295.99941454
"2-(1-Ethyl-3-methyl-1H-pyrazol-5-yl)-5-(4-methylphenyl)-1,3,4-oxadiazole","sc010",1414394.49298793
"2-(1-Ethyl-3-methyl-1H-pyrazol-5-yl)-5-(4-methylphenyl)-1,3,4-oxadiazole","sc013",428667.477665292
"2-(1-Ethyl-3-methyl-1H-pyrazol-5-yl)-5-(4-methylphenyl)-1,3,4-oxadiazole","sc16",854952.536641855
"2-(1-Methyl-1H-pyrrol-2-yl)-3-(3,4,5-trimethoxyphenyl)acrylonitrile","sc005",715476.695997085
"2-(1-Methyl-1H-pyrrol-2-yl)-3-(3,4,5-trimethoxyphenyl)acrylonitrile","sc17",364009.669468799
"2-(1-Methyl-1H-pyrrol-2-yl)-3-(3,4,5-trimethoxyphenyl)acrylonitrile","sc18",622508.828284537
"2-(1-benzothiophen-3-ylmethylene)-3,4-dihydronaphthalen-1(2H)-one","sc007",12386382.7251886
"2-(14,15-Epoxyeicosatrienoyl) glycerol","qc15x",1284073.22562946
"2-(14,15-Epoxyeicosatrienoyl) glycerol","sc001",1603079.13068285
"2-(14,15-Epoxyeicosatrienoyl) glycerol","sc002",1168118.67670781
"2-(14,15-Epoxyeicosatrienoyl) glycerol","sc003",2550720.38363941
"2-(14,15-Epoxyeicosatrienoyl) glycerol","sc004",3017500.66242231
"2-(14,15-Epoxyeicosatrienoyl) glycerol","sc005",1541127.33825371
"2-(14,15-Epoxyeicosatrienoyl) glycerol","sc007",2884568.69472996
"2-(14,15-Epoxyeicosatrienoyl) glycerol","sc008",3443630.70773522
"2-(14,15-Epoxyeicosatrienoyl) glycerol","sc009",2003101.41913612
"2-(14,15-Epoxyeicosatrienoyl) glycerol","sc010",4804242.57307073
"2-(14,15-Epoxyeicosatrienoyl) glycerol","sc011",1227092.68551332
"2-(14,15-Epoxyeicosatrienoyl) glycerol","sc012",1905807.00516489
"2-(14,15-Epoxyeicosatrienoyl) glycerol","sc013",2200010.3216437
"2-(14,15-Epoxyeicosatrienoyl) glycerol","sc014",4560586.59864684
"2-(14,15-Epoxyeicosatrienoyl) glycerol","sc020",3124144.63438433
"2-(14,15-Epoxyeicosatrienoyl) glycerol","sc023",1655440.02110843
"2-(14,15-Epoxyeicosatrienoyl) glycerol","sc15",1137716.69371321
"2-(14,15-Epoxyeicosatrienoyl) glycerol","sc16",1562233.94035321
"2-(14,15-Epoxyeicosatrienoyl) glycerol","sc17",1149112.47025991
"2-(14,15-Epoxyeicosatrienoyl) glycerol","sc18",1546477.01179471
"2-(14,15-Epoxyeicosatrienoyl) glycerol","solution",1986421.0543388
"2-(1H-Imidazol-1-ylmethyl)cyclohexanone oxime","sc003",11879035.7664475
"2-(1H-Imidazol-1-ylmethyl)cyclohexanone oxime","sc004",4885202.34816651
"2-(1H-Imidazol-1-ylmethyl)cyclohexanone oxime","sc007",2864830.38854764
"2-(1H-Imidazol-1-ylmethyl)cyclohexanone oxime","sc008",16862400.3458311
"2-(1H-Imidazol-1-ylmethyl)cyclohexanone oxime","sc009",2921113.09505948
"2-(1H-Imidazol-1-ylmethyl)cyclohexanone oxime","sc010",7430319.33668507
"2-(1H-Imidazol-1-ylmethyl)cyclohexanone oxime","sc011",4096219.39706164
"2-(1H-Imidazol-1-ylmethyl)cyclohexanone oxime","sc012",4763247.70145738
"2-(1H-Imidazol-1-ylmethyl)cyclohexanone oxime","sc013",4409461.41744046
"2-(1H-Imidazol-1-ylmethyl)cyclohexanone oxime","sc023",1757657.81336747
"2-(1H-Imidazol-1-ylmethyl)cyclohexanone oxime","sc17",1674519.81569381
"2-(1H-Imidazol-1-ylmethyl)cyclohexanone oxime","sc18",14686108.9280775
"2-(1H-benzimidazol-2-yl)-3-(1,3-benzodioxol-5-yl)acrylonitrile","sc001",885188.223821678
"2-(1H-benzimidazol-2-yl)-3-(1,3-benzodioxol-5-yl)acrylonitrile","sc002",404207.797143452
"2-(1H-benzimidazol-2-yl)-3-phenylacrylonitrile","sc003",1876828.20593179
"2-(1H-benzimidazol-2-yl)-3-phenylacrylonitrile","sc004",2334899.84359988
"2-(1H-benzimidazol-2-yl)-3-phenylacrylonitrile","sc009",2104019.69469673
"2-(1H-benzimidazol-2-yl)-3-phenylacrylonitrile","sc014",918153.241870911
"2-(1H-benzimidazol-2-yl)-3-phenylacrylonitrile","sc020",1691069.17296148
"2-(1H-benzimidazol-2-yl)-3-phenylacrylonitrile","sc023",1220697.71323838
"2-(1H-benzo[d]imidazol-2-yl)-3-(4-toluidino)acrylonitrile","sc007",3384748.05965901
"2-(1H-benzo[d]imidazol-2-yl)-3-(4-toluidino)acrylonitrile","sc008",1374188.70351532
"2-(1H-benzo[d]imidazol-2-yl)-3-(4-toluidino)acrylonitrile","sc009",3486320.65969623
"2-(1H-benzo[d]imidazol-2-yl)-3-(4-toluidino)acrylonitrile","sc013",1327042.7641159
"2-(1H-benzo[d]imidazol-2-yl)-3-(4-toluidino)acrylonitrile","sc15",1955239.54515026
"2-(1H-indol-3-yl)-3-[4-(trifluoromethyl)phenyl]acrylonitrile","sc007",1470457.18504626
"2-(2,3-Dihydro-1,4-benzodioxin-6-yl)imidazo[1,2-a]pyrimidine","sc007",719774.984656001
"2-(2,4-dihydroxyphenyl)-5,7-dihydroxy-3,8-bis(3-methylbut-2-en-1-yl)-4H-chromen-4-one","sc18",148768.501759679
"2-(2,5-Dimethyl-1H-pyrrol-1-yl)isoindoline-1,3-dione","sc002",993654.15454756
"2-(2,5-Dimethyl-1H-pyrrol-1-yl)isoindoline-1,3-dione","sc004",503666.372691271
"2-(2,5-Dimethyl-1H-pyrrol-1-yl)isoindoline-1,3-dione","sc010",585503.628185338
"2-(2,6-dimethoxyphenyl)-5,6-dimethoxy-4H-chromen-4-one","sc001",10352255.6064079
"2-(2,6-dimethoxyphenyl)-5,6-dimethoxy-4H-chromen-4-one","sc002",561309.372680482
"2-(2,6-dimethoxyphenyl)-5,6-dimethoxy-4H-chromen-4-one","sc003",5241833.20195846
"2-(2,6-dimethoxyphenyl)-5,6-dimethoxy-4H-chromen-4-one","sc004",1990779.3565914
"2-(2,6-dimethoxyphenyl)-5,6-dimethoxy-4H-chromen-4-one","sc005",418556.154466865
"2-(2-Thienyl)-1,4-dihydroquinazolin-4-one","sc17",120770.692995998
"2-(2-hydroxy-3-methylbutanamido)-4-methylpentanoic acid","sc013",8372026.33522522
"2-(2-hydroxy-3-methylbutanamido)-4-methylpentanoic acid","sc17",297195.521698191
"2-(2-hydroxyphenyl)-3,4-dihydroquinazolin-4-one","sc010",562341.481238825
"2-(2-oxo-2-{[2-(2-oxo-1-imidazolidinyl)ethyl]amino}ethoxy)acetic acid","sc002",300725.116643976
"2-(2-oxo-2-{[2-(2-oxo-1-imidazolidinyl)ethyl]amino}ethoxy)acetic acid","sc005",476095.686938758
"2-(2-oxo-2-{[2-(2-oxo-1-imidazolidinyl)ethyl]amino}ethoxy)acetic acid","sc009",6761523.88799744
"2-(2-oxo-2-{[2-(2-oxo-1-imidazolidinyl)ethyl]amino}ethoxy)acetic acid","sc014",2013050.29096156
"2-(2-oxo-2-{[2-(2-oxo-1-imidazolidinyl)ethyl]amino}ethoxy)acetic acid","sc023",1897900.66082586
"2-(2-oxo-2-{[2-(2-oxo-1-imidazolidinyl)ethyl]amino}ethoxy)acetic acid","sc15",2559769.11079191
"2-(2-oxo-2-{[2-(2-oxo-1-imidazolidinyl)ethyl]amino}ethoxy)acetic acid","sc16",917301.006321209
"2-(2-pyridyl)-7,8-dihydro-5H-thiino[4,3-d]pyrimidin-4-ol","sc16",2103624.66543438
"2-(2-thienyl)-4H-chromen-4-one","sc008",600181.414204227
"2-(2H-Benzotriazol-2-yl)-4,6-di-tertpentylphenol","sc001",1922898.72660197
"2-(2H-Benzotriazol-2-yl)-4,6-di-tertpentylphenol","sc002",556110.294082192
"2-(2H-Benzotriazol-2-yl)-4,6-di-tertpentylphenol","sc004",283810.511204639
"2-(2H-Benzotriazol-2-yl)-4,6-di-tertpentylphenol","sc005",9042259.33015817
"2-(2H-Benzotriazol-2-yl)-4,6-di-tertpentylphenol","sc020",1626499.80412222
"2-(3,4-Dimethoxyphenyl)-5-methylamino-2-isopropylvaleronitrile","sc003",3258771.14934607
"2-(3,4-Dimethoxyphenyl)-5-methylamino-2-isopropylvaleronitrile","sc004",4312195.36650588
"2-(3,4-Dimethoxyphenyl)-5-methylamino-2-isopropylvaleronitrile","sc007",1011025.04294802
"2-(3,4-Dimethoxyphenyl)-5-methylamino-2-isopropylvaleronitrile","sc008",1300592.38497548
"2-(3,4-Dimethoxyphenyl)-5-methylamino-2-isopropylvaleronitrile","sc014",987553.001452057
"2-(3,4-Dimethoxyphenyl)-5-methylamino-2-isopropylvaleronitrile","sc020",1610427.05714607
"2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3,4-dihydro-2H-1-benzopyran-4-one","sc008",368142.826470834
"2-(3,4-dimethoxyphenyl)quinoline","sc003",3283964.47948986
"2-(3,4-dimethoxyphenyl)quinoline","sc004",4825321.04278103
"2-(3,4-dimethoxyphenyl)quinoline","sc007",2983517.09340336
"2-(3,4-dimethoxyphenyl)quinoline","sc020",2781377.48230359
"2-(3,4-dimethoxyphenyl)quinoline","sc023",1327289.5922823
"2-(3,4-dimethoxyphenyl)quinoline","sc16",372760.451864911
"2-(3,5-dimethyl-1H-pyrazol-4-yl)-3-nitropyridine","sc007",976474.969747635
"2-(3,5-dimethyl-1H-pyrazol-4-yl)-3-nitropyridine","sc010",1413112.59679664
"2-(3,5-dimethyl-1H-pyrazol-4-yl)-3-nitropyridine","sc011",744503.314231695
"2-(3,5-dimethyl-1H-pyrazol-4-yl)-3-nitropyridine","sc18",3351940.35851276
"2-(3-Thienylmethylidene)quinuclidin-3-one","sc009",433849.733089959
"2-(3-Thienylmethylidene)quinuclidin-3-one","sc18",1084267.27889817
"2-(3-{[3-(Tetrahydro-2H-pyran-4-ylamino)-3-oxetanyl]methyl}-1,2-oxazol-5-yl)ethanol","sc001",760711.92660075
"2-(3-{[3-(Tetrahydro-2H-pyran-4-ylamino)-3-oxetanyl]methyl}-1,2-oxazol-5-yl)ethanol","sc002",1172577.08798595
"2-(3-{[3-(Tetrahydro-2H-pyran-4-ylamino)-3-oxetanyl]methyl}-1,2-oxazol-5-yl)ethanol","sc003",14014856.0300087
"2-(3-{[3-(Tetrahydro-2H-pyran-4-ylamino)-3-oxetanyl]methyl}-1,2-oxazol-5-yl)ethanol","sc004",22040438.9852687
"2-(3-{[3-(Tetrahydro-2H-pyran-4-ylamino)-3-oxetanyl]methyl}-1,2-oxazol-5-yl)ethanol","sc005",445748.883294473
"2-(3-{[3-(Tetrahydro-2H-pyran-4-ylamino)-3-oxetanyl]methyl}-1,2-oxazol-5-yl)ethanol","sc010",828199.288348146
"2-(3-{[3-(Tetrahydro-2H-pyran-4-ylamino)-3-oxetanyl]methyl}-1,2-oxazol-5-yl)ethanol","sc011",1588332.21591719
"2-(3-{[3-(Tetrahydro-2H-pyran-4-ylamino)-3-oxetanyl]methyl}-1,2-oxazol-5-yl)ethanol","sc014",5646459.78903737
"2-(3-{[3-(Tetrahydro-2H-pyran-4-ylamino)-3-oxetanyl]methyl}-1,2-oxazol-5-yl)ethanol","sc020",2298549.80819632
"2-(3-{[3-(Tetrahydro-2H-pyran-4-ylamino)-3-oxetanyl]methyl}-1,2-oxazol-5-yl)ethanol","sc023",4559717.83848599
"2-(3-{[3-(Tetrahydro-2H-pyran-4-ylamino)-3-oxetanyl]methyl}-1,2-oxazol-5-yl)ethanol","sc15",9116773.76974363
"2-(3-{[3-(Tetrahydro-2H-pyran-4-ylamino)-3-oxetanyl]methyl}-1,2-oxazol-5-yl)ethanol","sc16",2556712.63868033
"2-(3-{[3-(Tetrahydro-2H-pyran-4-ylamino)-3-oxetanyl]methyl}-1,2-oxazol-5-yl)ethanol","sc17",635198.81473142
"2-(3-{[3-(Tetrahydro-2H-pyran-4-ylamino)-3-oxetanyl]methyl}-1,2-oxazol-5-yl)ethanol","sc18",719046.25082656
"2-(4,4-diphenyl-1-piperidinobuta-1,3-dienyl)phenyl acetate","sc003",1225791.87097643
"2-(4,4-diphenyl-1-piperidinobuta-1,3-dienyl)phenyl acetate","sc004",2623450.12999668
"2-(4-Bromophenyl)-6-(4-methoxyphenyl)-4-phenylpyridine","sc001",8286328.63696505
"2-(4-Chlorophenyl)-5-[(3S)-1-cyclobutyl-3-pyrrolidinyl]-1,3,4-oxadiazole","sc003",1041454.38051169
"2-(4-Hydroxyphenyl)ethyl 6-O-[(2R,3R,4R)-3,4-dihydroxy-4-(hydroxymethyl)tetrahydro-2-furanyl]-beta-D-glucopyranoside","sc013",1024861.16648504
"2-(4-Methoxybenzylidene)quinuclidin-3-one","sc15",1753931.98231556
"2-(4-chlorophenoxy)pyridin-3-amine","sc001",314327.316771239
"2-(4-chlorophenyl)-2-oxoethyl 1-ethyl-3-methyl-1H-pyrazole-5-carboxylate","sc001",136729.637318193
"2-(4-chlorophenyl)-4-(4-nitrophenyl)-1,3-thiazole","sc001",478626.189592613
"2-(4-hydroxyphenyl)ethyl (1S,4aR,7aR)-4a-hydroxy-7-methyl-5-oxo-1-{[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-1H,4aH,5H,6H,7H,7aH-cyclopenta[c]pyran-4-carboxylate","sc007",7423438.11988012
"2-(4-methyl-2,3,5,6,7,7a-hexahydro-1H-inden-5-yliden)hydrazine-1-carboxamide","sc18",1050035.09599114
"2-(4-methylphenyl)imidazo[1,2-a]pyrimidine","sc001",1341637.57220769
"2-(4-methylphenyl)imidazo[1,2-a]pyrimidine","sc002",657630.115665681
"2-(4-methylphenyl)imidazo[1,2-a]pyrimidine","sc005",3563113.69705101
"2-(4-methylphenyl)imidazo[1,2-a]pyrimidine","sc010",259818.155015845
"2-(4-methylphenyl)imidazo[1,2-a]pyrimidine","sc011",474348.903376759
"2-(4-methylphenyl)imidazo[1,2-a]pyrimidine","sc012",158043.830454357
"2-(4-methylphenyl)imidazo[1,2-a]pyrimidine","sc15",567728.453418003
"2-(4-methylphenyl)imidazo[1,2-a]pyrimidine","sc16",270317.969041545
"2-(4-methylphenyl)imidazo[1,2-a]pyrimidine","sc18",862770.294493041
"2-(5,6,7,8-tetrahydro[1,2,4]triazolo[4,3-a]pyrimidin-3-ylsulfanyl)-1-(2-thienyl)-1-ethanone","sc023",1407212.08262451
"2-(5,6,7,8-tetrahydro[1,2,4]triazolo[4,3-a]pyrimidin-3-ylsulfanyl)-1-(2-thienyl)-1-ethanone","sc18",200965.818988114
"2-(6,7-Dimethoxy-3,4-dihydroisoquinolin-1-yl)aniline","sc003",2190437.50372669
"2-(8-Hydroxy-4a,8-dimethyldecahydro-2-naphthalenyl)acrylic acid","sc001",425610.0254061
"2-(8-Hydroxy-4a,8-dimethyldecahydro-2-naphthalenyl)acrylic acid","sc002",411790.564819792
"2-(8-Hydroxy-4a,8-dimethyldecahydro-2-naphthalenyl)acrylic acid","sc003",4572227.54642028
"2-(8-Hydroxy-4a,8-dimethyldecahydro-2-naphthalenyl)acrylic acid","sc004",10971675.5702856
"2-(8-Hydroxy-4a,8-dimethyldecahydro-2-naphthalenyl)acrylic acid","sc007",14983766.2359185
"2-(8-Hydroxy-4a,8-dimethyldecahydro-2-naphthalenyl)acrylic acid","sc008",16504330.187204
"2-(8-Hydroxy-4a,8-dimethyldecahydro-2-naphthalenyl)acrylic acid","sc010",527611.11581024
"2-(8-Hydroxy-4a,8-dimethyldecahydro-2-naphthalenyl)acrylic acid","sc011",5938421.01640348
"2-(8-Hydroxy-4a,8-dimethyldecahydro-2-naphthalenyl)acrylic acid","sc013",10911087.176459
"2-(8-Hydroxy-4a,8-dimethyldecahydro-2-naphthalenyl)acrylic acid","sc014",9887732.11492988
"2-(8-Hydroxy-4a,8-dimethyldecahydro-2-naphthalenyl)acrylic acid","sc020",1498425.10295647
"2-(8-Hydroxy-4a,8-dimethyldecahydro-2-naphthalenyl)acrylic acid","sc023",2391172.51609734
"2-(8-Hydroxy-4a,8-dimethyldecahydro-2-naphthalenyl)acrylic acid","sc15",1785330.38683282
"2-(8-Hydroxy-4a,8-dimethyldecahydro-2-naphthalenyl)acrylic acid","sc16",2382771.90457519
"2-(8-Hydroxy-4a,8-dimethyldecahydro-2-naphthalenyl)acrylic acid","sc18",1009272.76569696
"2-(Cyclohexylmethylidene)-1,2,3,4-tetrahydronaphthalen-1-one","sc008",1921273.31944465
"2-(Cyclohexylmethylidene)-1,2,3,4-tetrahydronaphthalen-1-one","sc011",1097694.81868147
"2-(Dimethylamino)thiazole-5-carboxaldehyde","sc009",828568.329613056
"2-(Dimethylamino)thiazole-5-carboxaldehyde","sc014",1613542.88143876
"2-(Dimethylamino)thiazole-5-carboxaldehyde","sc15",1681099.71890354
"2-(Methylsulfonyl)-3-(6-phenyl-2,3-dihydroimidazo[2,1-b][1,3]thiazol-5-yl)acrylonitrile","sc003",2140592.50307
"2-(Methylsulfonyl)-3-(6-phenyl-2,3-dihydroimidazo[2,1-b][1,3]thiazol-5-yl)acrylonitrile","sc004",2574421.18336796
"2-(Methylsulfonyl)-3-(6-phenyl-2,3-dihydroimidazo[2,1-b][1,3]thiazol-5-yl)acrylonitrile","sc020",1655502.99778192
"2-(Propylthio)nicotinic acid","sc014",584937.021123385
"2-(Propylthio)nicotinic acid","sc020",539202.973074386
"2-(Propylthio)nicotinic acid","sc023",473891.908846856
"2-(carboxymethoxy)-4-methoxybenzoic acid","sc020",1880121.71662067
"2-(carboxymethoxy)-4-methoxybenzoic acid","sc023",1250140.54016878
"2-(carboxymethoxy)-4-methoxybenzoic acid","sc16",198127.371681329
"2-(cyclopropylcarbonyl)-3-(4-fluoroanilino)acrylonitrile","sc010",738966.48077569
"2-(cyclopropylcarbonyl)-3-(4-fluoroanilino)acrylonitrile","sc011",631779.730075193
"2-(cyclopropylimino)-3-(2-thienylmethyl)-1,3-thiazolan-4-one","sc007",444150.037340395
"2-(cyclopropylimino)-3-(2-thienylmethyl)-1,3-thiazolan-4-one","sc15",1097002.65973745
"2-(ethylthio)-6-methyl-5-(2-methylallyl)pyrimidin-4-ol","sc003",714641.192340408
"2-(ethylthio)-6-methyl-5-(2-methylallyl)pyrimidin-4-ol","sc004",920028.844708035
"2-(ethylthio)-6-methyl-5-(2-methylallyl)pyrimidin-4-ol","sc010",1684660.50896707
"2-(ethylthio)-6-methyl-5-(2-methylallyl)pyrimidin-4-ol","sc014",574501.964073439
"2-(hydroxymethyl)-6-{5-[3-(hydroxymethyl)-5-(3-hydroxypropyl)-7-methoxy-2,3-dihydro-1-benzofuran-2-yl]-2-methoxyphenoxy}oxane-3,4,5-triol","sc003",672426.18615672
"2-(hydroxymethyl)-6-{5-[3-(hydroxymethyl)-5-(3-hydroxypropyl)-7-methoxy-2,3-dihydro-1-benzofuran-2-yl]-2-methoxyphenoxy}oxane-3,4,5-triol","sc004",1258445.2794045
"2-(hydroxymethyl)-6-{5-[3-(hydroxymethyl)-5-(3-hydroxypropyl)-7-methoxy-2,3-dihydro-1-benzofuran-2-yl]-2-methoxyphenoxy}oxane-3,4,5-triol","sc014",1558469.95487285
"2-(hydroxymethyl)-6-{5-[3-(hydroxymethyl)-5-(3-hydroxypropyl)-7-methoxy-2,3-dihydro-1-benzofuran-2-yl]-2-methoxyphenoxy}oxane-3,4,5-triol","sc020",470466.075760189
"2-(hydroxymethyl)-6-{5-[3-(hydroxymethyl)-5-(3-hydroxypropyl)-7-methoxy-2,3-dihydro-1-benzofuran-2-yl]-2-methoxyphenoxy}oxane-3,4,5-triol","sc023",1514884.94008957
"2-(methylthio)-4-(3-pyridyl)pyrimidine","sc15",776260.468131055
"2-(morpholinomethyl)quinazolin-4-ol","sc001",349391.16920391
"2-(morpholinomethyl)quinazolin-4-ol","sc008",515921.677680572
"2-({2-Oxo-2-[2-(1-pyrrolidinyl)-5-(trifluoromethyl)anilino]ethyl}sulfanyl)acetic acid","sc009",753137.087008932
"2-({2-Oxo-2-[2-(1-pyrrolidinyl)-5-(trifluoromethyl)anilino]ethyl}sulfanyl)acetic acid","sc020",573089.303494561
"2-({2-Oxo-2-[2-(1-pyrrolidinyl)-5-(trifluoromethyl)anilino]ethyl}sulfanyl)acetic acid","sc023",394230.242487318
"2-({2-[(3-methyl-5-cinnolinyl)amino]-2-oxoethyl}sulfanyl)acetic acid","sc007",1949380.59194096
"2-({2-[(3-methyl-5-cinnolinyl)amino]-2-oxoethyl}sulfanyl)acetic acid","sc008",277310.922688647
"2-({6-[4-(tert-butyl)phenyl]-1,4-dihydro-1,2,4,5-tetraazin-3-yl}sulfanyl)-1-(4-chlorophenyl)-1-ethanone","sc005",147517.625154449
"2-({[2,6-bis(phenylthio)pyridin-3-yl]imino}methyl)phenol","sc020",3782574.88205536
"2-Acetylphenyl 4-methylbenzenesulfonate","sc003",927252.32568171
"2-Acetylphenyl 4-methylbenzenesulfonate","sc004",839285.04736299
"2-Acetylphenyl 4-methylbenzenesulfonate","sc005",190731.431356088
"2-Acetylphenyl 4-methylbenzenesulfonate","sc007",1280088.06718034
"2-Acetylphenyl 4-methylbenzenesulfonate","sc011",498502.801759738
"2-Amino-3-({4-[4-(tert-butyl)-1,3-thiazol-2-yl]benzylidene}amino)but-2-enedinitrile","sc001",697882.980307024
"2-Amino-3-({4-[4-(tert-butyl)-1,3-thiazol-2-yl]benzylidene}amino)but-2-enedinitrile","sc005",789523.561241752
"2-Amino-5-isopentyl-6-methylpyrimidin-4-ol","qc15x",979529.027408943
"2-Amino-5-isopentyl-6-methylpyrimidin-4-ol","sc003",2016204.83430623
"2-Amino-5-isopentyl-6-methylpyrimidin-4-ol","sc004",2515368.52596274
"2-Amino-5-isopentyl-6-methylpyrimidin-4-ol","sc007",2490906.41371304
"2-Amino-5-isopentyl-6-methylpyrimidin-4-ol","sc008",2834560.77511711
"2-Amino-5-isopentyl-6-methylpyrimidin-4-ol","sc009",4952987.57987192
"2-Amino-5-isopentyl-6-methylpyrimidin-4-ol","sc010",1463012.70329634
"2-Amino-5-isopentyl-6-methylpyrimidin-4-ol","sc011",2275333.41370836
"2-Amino-5-isopentyl-6-methylpyrimidin-4-ol","sc012",1097218.60839433
"2-Amino-5-isopentyl-6-methylpyrimidin-4-ol","sc013",3114970.08246309
"2-Amino-5-isopentyl-6-methylpyrimidin-4-ol","sc014",5984860.16090138
"2-Amino-5-isopentyl-6-methylpyrimidin-4-ol","sc020",1830466.75395879
"2-Amino-5-isopentyl-6-methylpyrimidin-4-ol","sc023",2055731.11963004
"2-Amino-5-isopentyl-6-methylpyrimidin-4-ol","sc16",2674761.09965107
"2-Amino-5-isopentyl-6-methylpyrimidin-4-ol","sc17",379536.877781232
"2-Amino-5-isopentyl-6-methylpyrimidin-4-ol","sc18",1953734.91909626
"2-Amino-6-methylmercaptopurine","sc003",6139800.78404824
"2-Amino-6-methylmercaptopurine","sc004",8267644.32924084
"2-Amino-6-methylmercaptopurine","sc005",311997.923779565
"2-Amino-6-methylmercaptopurine","sc007",14130213.5713614
"2-Amino-6-methylmercaptopurine","sc008",4620389.52411707
"2-Amino-6-methylmercaptopurine","sc009",2111618.64234187
"2-Amino-6-methylmercaptopurine","sc013",986385.134458466
"2-Amino-6-methylmercaptopurine","sc014",449739.87249562
"2-Amino-6-methylmercaptopurine","sc020",852825.565416272
"2-Amino-6-methylmercaptopurine","sc15",926776.488319512
"2-Amino-6-methylmercaptopurine","sc16",1655005.4356086
"2-Amino-6-methylmercaptopurine","sc18",631642.03619533
"2-Aminobenzothiazole","sc001",2704902.09996799
"2-Aminobenzothiazole","sc002",1219777.02991254
"2-Aminobenzothiazole","sc003",3614957.7271665
"2-Aminobenzothiazole","sc18",551367.701570329
"2-Aminoflubendazole","sc001",551086.68591526
"2-Aminoflubendazole","sc002",154209.177999879
"2-Aminoflubendazole","sc005",2506295.75875541
"2-Aminophenol","sc007",14469114.2473328
"2-Aminophenol","sc009",1041191.48678442
"2-Aminophenol","sc013",4673033.67968616
"2-Aminophenol","sc15",510398.488464925
"2-Anilino-6-oxo-4-(2-thienyl)-1,6-dihydropyrimidine-5-carbonitrile","sc020",1474463.87359821
"2-Anilinoisoindoline-1,3-dione","sc010",548744.318835559
